Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,777.36M,872.38M,913.15M,668.03M,614.57M
Cash & Short Term Investments Growth,-,12.22%,4.67%,-26.84%,-8.00%
Cash Only,777.14M,872.09M,912.67M,667.67M,614.39M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,23.80%,18.03%,15.37%,10.56%,9.19%
Total Accounts Receivable,498.55M,637.83M,761.35M,918.11M,998.39M
Total Accounts Receivable Growth,-,27.94%,19.37%,20.59%,8.74%
"Accounts Receivables, Net",484.84M,611.16M,729.72M,846.78M,969.43M
"Accounts Receivables, Gross",492.84M,619.86M,743.72M,861.38M,987.73M
Bad Debt/Doubtful Accounts,(8M),(8.7M),(14M),(14.6M),(18.3M)
Other Receivable,13.71M,26.67M,31.63M,71.33M,28.96M
Accounts Receivable Turnover,2.59,2.38,2.21,2.08,2.07
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,35.26M,45.27M,44.74M,52.44M,51.16M
Miscellaneous Current Assets,35.26M,45.27M,44.74M,52.44M,51.16M
Total Current Assets,1.31B,1.56B,1.72B,1.64B,1.66B
"Net Property, Plant & Equipment",61.66M,189.31M,234.23M,208.8M,209.98M
"Property, Plant & Equipment - Gross",183.2M,318.41M,376.51M,364.92M,368.29M
Buildings,27.35M,38.1M,38.33M,38.39M,38.99M
Land & Improvements,1.76M,2.7M,2.7M,2.7M,2.7M
Computer Software and Equipment,35.05M,33.88M,34.47M,35.13M,27.03M
"Other Property, Plant & Equipment",26.63M,32.64M,40.14M,40.72M,42.76M
Accumulated Depreciation,121.55M,129.1M,142.27M,156.12M,158.31M
Total Investments and Advances,-,-,-,2.5M,892K
Other Long-Term Investments,-,-,-,2.5M,892K
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.78B,2.89B,3.73B,4.17B,4.47B
Net Goodwill,1.57B,2.41B,3.04B,3.41B,3.66B
Net Other Intangibles,211.27M,476.71M,694.87M,763.12M,809.18M
Other Assets,82.78M,180.03M,225.12M,277.18M,260.99M
Total Assets,3.27B,4.84B,5.94B,6.32B,6.69B
Total Assets Growth,-,48.16%,22.77%,6.46%,5.75%
