Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.29B,908.6M,1.74B,1.24B,1.43B
Cash & Short Term Investments Growth,-,-29.66%,91.29%,-28.58%,15.53%
Cash Only,1.28B,891.2M,1.7B,1.2B,1.37B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.86%,8.40%,14.10%,8.46%,9.36%
Total Accounts Receivable,1.79B,1.74B,1.95B,2.45B,2.63B
Total Accounts Receivable Growth,-,-3.09%,12.39%,25.78%,7.19%
"Accounts Receivables, Net",1.79B,1.74B,1.95B,2.45B,2.63B
"Accounts Receivables, Gross",1.83B,1.77B,2B,2.5B,2.7B
Bad Debt/Doubtful Accounts,(33.5M),(33.6M),(44.8M),(43.5M),(63.9M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,4.58,4.74,4.41,4.43,4.80
Inventories,1.23B,1.31B,1.46B,1.89B,2.09B
Finished Goods,399.1M,405.3M,464.1M,564.2M,607.7M
Work in Progress,371.1M,395.2M,410.7M,511.5M,556M
Raw Materials,463.6M,509.6M,587.4M,818.4M,929.9M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,254.3M,256.1M,338.9M,367.9M,320M
Miscellaneous Current Assets,254.3M,256.1M,338.9M,367.9M,320M
Total Current Assets,4.57B,4.21B,5.49B,5.96B,6.48B
"Net Property, Plant & Equipment",875.8M,1.2B,1.28B,1.42B,1.49B
"Property, Plant & Equipment - Gross",2.19B,2.68B,3.02B,3.38B,3.51B
Buildings,325.7M,347.4M,394.3M,420.6M,428.9M
Land & Improvements,29.3M,34.8M,33.5M,34.9M,30.2M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,325.3M,349.1M,387.2M
Accumulated Depreciation,1.31B,1.49B,1.74B,1.96B,2.02B
Total Investments and Advances,-,-,-,-,50.8M
Other Long-Term Investments,-,-,-,-,50.8M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.5B,5.31B,5.43B,7.13B,7.18B
Net Goodwill,4.1B,4.87B,5.03B,6.38B,6.45B
Net Other Intangibles,397.9M,442M,397.5M,756.9M,734.1M
Other Assets,17.8M,19.1M,29.8M,75.3M,35.4M
Total Assets,10.04B,10.82B,12.33B,14.68B,15.33B
Total Assets Growth,-,7.67%,13.98%,19.07%,4.41%
