Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.5B,1.98B,2.56B,1.53B,708M
Cash & Short Term Investments Growth,-,31.72%,29.43%,-40.44%,-53.63%
Cash Only,1.5B,1.98B,2.56B,1.53B,708M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,10.11%,13.15%,16.42%,9.50%,4.59%
Total Accounts Receivable,2.8B,2.61B,2.62B,2.94B,3.27B
Total Accounts Receivable Growth,-,-6.72%,0.38%,12.25%,11.25%
"Accounts Receivables, Net",2.62B,2.46B,2.51B,2.84B,3.17B
"Accounts Receivables, Gross",3.97B,3.71B,3.85B,4.55B,4.9B
Bad Debt/Doubtful Accounts,(1.35B),(1.25B),(1.35B),(1.71B),(1.73B)
Other Receivable,177M,150M,115M,102M,102M
Accounts Receivable Turnover,5.28,5.40,4.80,4.91,4.87
Inventories,1.35B,1.19B,1.22B,1.77B,2.11B
Finished Goods,731M,670M,681M,888M,1.05B
Work in Progress,161M,131M,136M,208M,228M
Raw Materials,523M,452M,454M,716M,887M
Progress Payments & Other,(67M),(64M),(52M),(47M),(59M)
Other Current Assets,127M,472M,119M,140M,183M
Miscellaneous Current Assets,127M,472M,119M,140M,183M
Total Current Assets,5.78B,6.25B,6.52B,6.37B,6.27B
"Net Property, Plant & Equipment",1.79B,1.94B,1.99B,2.03B,2.06B
"Property, Plant & Equipment - Gross",5.23B,5.43B,5.81B,5.92B,5.96B
Buildings,1.37B,1.36B,1.43B,1.46B,1.41B
Land & Improvements,194M,186M,204M,198M,188M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,3.44B,3.5B,3.82B,3.89B,3.9B
Total Investments and Advances,51M,51M,-,-,-
Other Long-Term Investments,51M,51M,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.72B,5.34B,5.47B,5.94B,5.63B
Net Goodwill,4.63B,4.49B,4.69B,4.97B,4.86B
Net Other Intangibles,1.08B,851M,781M,972M,768M
Other Assets,979M,970M,1.09B,1.18B,966M
Total Assets,14.87B,15.07B,15.61B,16.08B,15.42B
Total Assets Growth,-,1.33%,3.61%,2.98%,-4.07%
