Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,8.06B,39.92B,8.48B,9.83B,9.23B
Cash & Short Term Investments Growth,-,395.27%,-78.76%,15.93%,-6.11%
Cash Only,7.29B,39.92B,8.45B,9.75B,9.2B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,13.58%,44.80%,5.63%,6.71%,6.65%
Total Accounts Receivable,5.87B,5.43B,8.82B,9.98B,11.25B
Total Accounts Receivable Growth,-,-7.56%,62.53%,13.09%,12.80%
"Accounts Receivables, Net",5.38B,5.43B,8.82B,9.98B,11.25B
"Accounts Receivables, Gross",5.44B,5.47B,9.08B,9.98B,11.25B
Bad Debt/Doubtful Accounts,(51M),(46M),(262M),-,-
Other Receivable,488M,-,-,-,-
Accounts Receivable Turnover,5.58,6.13,5.19,5.63,5.16
Inventories,1.61B,1.81B,3.31B,3.13B,3.58B
Finished Goods,473M,485M,1.32B,932M,1.16B
Work in Progress,862M,942M,1.2B,1.19B,1.42B
Raw Materials,270M,386M,791M,1B,1B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.41B,2.35B,3.56B,4.99B,4.4B
Miscellaneous Current Assets,1.41B,2.35B,3.56B,4.99B,4.4B
Total Current Assets,16.95B,49.52B,24.17B,27.93B,28.46B
"Net Property, Plant & Equipment",2.88B,3.31B,6.14B,5.87B,5.67B
"Property, Plant & Equipment - Gross",8.4B,8.53B,11.75B,11.49B,11.72B
Buildings,1.6B,1.61B,2.56B,2.79B,2.74B
Land & Improvements,73M,72M,288M,287M,286M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,5.51B,5.23B,5.61B,5.62B,6.05B
Total Investments and Advances,1.42B,124M,424M,318M,316M
Other Long-Term Investments,1.42B,124M,424M,318M,316M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,36.9B,34.25B,116B,108.33B,99.6B
Net Goodwill,15.66B,15.6B,33.12B,32.38B,32.16B
Net Other Intangibles,21.23B,18.65B,82.88B,75.95B,67.44B
Other Assets,1.21B,1.91B,3.83B,4.08B,4.76B
Total Assets,59.35B,89.12B,150.57B,146.53B,138.81B
Total Assets Growth,-,50.15%,68.96%,-2.68%,-5.27%
