Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,443M,743M,988M,736M,587M
Cash & Short Term Investments Growth,-,67.72%,32.97%,-25.51%,-20.24%
Cash Only,443M,743M,988M,736M,587M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,10.73%,14.20%,16.88%,12.34%,10.04%
Total Accounts Receivable,597M,623M,569M,646M,680M
Total Accounts Receivable Growth,-,4.36%,-8.67%,13.53%,5.26%
"Accounts Receivables, Net",561M,584M,534M,596M,648M
"Accounts Receivables, Gross",592M,656M,579M,632M,685M
Bad Debt/Doubtful Accounts,(31M),(72M),(45M),(36M),(37M)
Other Receivable,36M,39M,35M,50M,32M
Accounts Receivable Turnover,9.53,8.98,9.93,10.19,10.06
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,167M,161M,132M,150M,342M
Miscellaneous Current Assets,167M,161M,132M,150M,342M
Total Current Assets,1.21B,1.53B,1.69B,1.53B,1.61B
"Net Property, Plant & Equipment",1.24B,1.81B,2.09B,2.02B,1.91B
"Property, Plant & Equipment - Gross",2.35B,2.95B,3.32B,3.29B,3.2B
Buildings,1.35B,1.33B,1.42B,1.4B,1.36B
Land & Improvements,422M,408M,428M,412M,376M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.12B,1.14B,1.23B,1.27B,1.28B
Total Investments and Advances,214M,137M,75M,277M,274M
Other Long-Term Investments,-,-,75M,159M,158M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,767M,774M,940M,1.02B,992M
Net Goodwill,525M,530M,597M,657M,638M
Net Other Intangibles,242M,244M,343M,359M,354M
Other Assets,510M,534M,509M,401M,308M
Total Assets,4.13B,5.23B,5.85B,5.97B,5.85B
Total Assets Growth,-,26.66%,11.87%,1.95%,-2.01%
