Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.73B,1.39B,416M,10.84B,11.77B
Cash & Short Term Investments Growth,-,-19.19%,-70.16%,"2,505.53%",8.59%
Cash Only,1.73B,1.39B,416M,5.29B,8.63B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.86%,1.41%,0.49%,12.70%,13.09%
Total Accounts Receivable,5.85B,7.23B,5.76B,11.03B,13.48B
Total Accounts Receivable Growth,-,23.58%,-20.36%,91.56%,22.14%
"Accounts Receivables, Net",5.85B,7.23B,5.76B,11.03B,13.48B
"Accounts Receivables, Gross",5.86B,7.25B,5.78B,11.07B,13.51B
Bad Debt/Doubtful Accounts,(9M),(17M),(18M),(40M),(29M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,16.43,15.27,12.01,10.86,13.16
Inventories,9.84B,9.8B,8B,8.06B,8.83B
Finished Goods,228M,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,9.61B,9.8B,8B,8.06B,8.83B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,608M,12.03B,14.11B,568M,1.17B
Miscellaneous Current Assets,608M,12.03B,14.11B,568M,1.17B
Total Current Assets,18.02B,30.46B,28.29B,30.5B,35.24B
"Net Property, Plant & Equipment",45.06B,42.68B,40.56B,38.81B,36.87B
"Property, Plant & Equipment - Gross",61.21B,59.39B,60.86B,62.01B,62.72B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",61.21B,51.79B,54.69B,55.55B,57.19B
Accumulated Depreciation,16.16B,16.72B,20.3B,23.19B,25.84B
Total Investments and Advances,5.9B,6.57B,5.42B,5.41B,6.47B
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,23.5B,18.46B,10.62B,10.39B,10.12B
Net Goodwill,20.18B,15.65B,8.26B,8.26B,8.24B
Net Other Intangibles,3.31B,2.81B,2.36B,2.14B,1.88B
Other Assets,434M,378M,274M,263M,1.2B
Total Assets,92.94B,98.56B,85.16B,85.37B,89.9B
Total Assets Growth,-,6.04%,-13.59%,0.25%,5.31%
