Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,239M,307M,675M,1.15B,868M
Cash & Short Term Investments Growth,-,28.45%,119.87%,70.37%,-24.52%
Cash Only,239M,307M,675M,1.15B,868M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.80%,5.97%,11.71%,17.63%,13.62%
Total Accounts Receivable,639M,609M,570M,753M,813M
Total Accounts Receivable Growth,-,-4.69%,-6.40%,32.11%,7.97%
"Accounts Receivables, Net",639M,609M,570M,753M,813M
"Accounts Receivables, Gross",646M,616M,581M,760M,826M
Bad Debt/Doubtful Accounts,(7M),(7M),(11M),(7M),(13M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.11,5.44,5.85,4.59,4.82
Inventories,1.38B,1.52B,1.69B,1.75B,1.82B
Finished Goods,1.17B,1.28B,1.41B,1.42B,1.47B
Work in Progress,117M,152M,172M,199M,225M
Raw Materials,90M,85M,101M,128M,126M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,298M,283M,335M,263M,277M
Miscellaneous Current Assets,298M,283M,140M,93M,122M
Total Current Assets,2.56B,2.72B,3.27B,3.92B,3.78B
"Net Property, Plant & Equipment",780M,816M,899M,899M,949M
"Property, Plant & Equipment - Gross",1.44B,1.53B,1.64B,1.69B,1.8B
Buildings,568M,617M,652M,659M,660M
Land & Improvements,82M,82M,82M,82M,86M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,656M,709M,741M,792M,849M
Total Investments and Advances,1M,21M,30M,-,19M
Other Long-Term Investments,1M,21M,30M,-,19M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.43B,1.4B,1.39B,1.46B,1.35B
Net Goodwill,763M,753M,756M,779M,761M
Net Other Intangibles,670M,645M,635M,676M,586M
Other Assets,191M,169M,166M,181M,208M
Total Assets,4.98B,5.14B,5.77B,6.52B,6.37B
Total Assets Growth,-,3.28%,12.20%,13.11%,-2.28%
