Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,6.15B,4.94B,8.8B,7.83B,6.22B
Cash & Short Term Investments Growth,-,-19.75%,78.29%,-11.02%,-20.58%
Cash Only,6.15B,4.94B,8.8B,7.83B,6.22B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.58%,3.54%,5.43%,4.85%,3.92%
Total Accounts Receivable,17.76B,13.21B,19.19B,21.02B,20.64B
Total Accounts Receivable Growth,-,-25.63%,45.29%,9.58%,-1.81%
"Accounts Receivables, Net",17.76B,13.21B,19.19B,21.02B,20.64B
"Accounts Receivables, Gross",18.25B,13.46B,19.73B,21.5B,21.09B
Bad Debt/Doubtful Accounts,(488M),(254M),(546M),(475M),(452M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.74,3.44,2.95,3.06,3.25
Inventories,10.08B,9.05B,9.41B,9.18B,10.62B
Finished Goods,4.36B,3.48B,3.47B,3.07B,3.3B
Work in Progress,2.67B,2.59B,2.92B,3.09B,3.84B
Raw Materials,3.05B,2.98B,3.02B,3.02B,3.48B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.51B,34.39B,5.98B,4.02B,4.96B
Miscellaneous Current Assets,1.51B,34.39B,5.98B,4.02B,4.96B
Total Current Assets,35.5B,61.58B,43.38B,42.05B,42.44B
"Net Property, Plant & Equipment",12.3B,11.57B,16.84B,16.93B,17B
"Property, Plant & Equipment - Gross",24.08B,21.33B,28.23B,29.6B,30.95B
Buildings,6.49B,4.98B,7.07B,7.27B,7.52B
Land & Improvements,425M,292M,773M,765M,744M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",2.05B,1.87B,2.51B,2.87B,3.37B
Accumulated Depreciation,11.79B,9.76B,11.38B,12.67B,13.95B
Total Investments and Advances,91M,24M,30M,21M,71M
Other Long-Term Investments,91M,24M,30M,21M,71M
Long-Term Note Receivables,1.67B,-,-,-,-
Intangible Assets,74.54B,61.08B,94.82B,92.95B,90.66B
Net Goodwill,48.11B,36.61B,54.29B,54.44B,53.84B
Net Other Intangibles,26.42B,24.47B,40.54B,38.52B,36.82B
Other Assets,8.47B,5.36B,7.08B,9.45B,8.69B
Total Assets,134.21B,139.62B,162.15B,161.4B,158.86B
Total Assets Growth,-,4.03%,16.14%,-0.46%,-1.57%
