Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,549M,768M,1.91B,1.55B,1B
Cash & Short Term Investments Growth,-,39.89%,148.57%,-18.60%,-35.65%
Cash Only,502M,621M,1.79B,1.45B,908M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.40%,1.70%,4.02%,3.06%,1.91%
Total Accounts Receivable,6.8B,7.39B,7.06B,8.11B,8.9B
Total Accounts Receivable Growth,-,8.68%,-4.47%,14.83%,9.83%
"Accounts Receivables, Net",6.79B,7.38B,7.05B,8.1B,8.89B
"Accounts Receivables, Gross",13.07B,14.33B,13.16B,8.1B,8.89B
Bad Debt/Doubtful Accounts,(6.28B),(6.95B),(6.11B),-,-
Other Receivable,10M,9M,8M,11M,12M
Accounts Receivable Turnover,6.87,6.95,7.30,7.25,6.77
Inventories,1.73B,1.85B,2.03B,1.99B,2.07B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.13B,1.19B,1.34B,1.9B,1.67B
Miscellaneous Current Assets,1.13B,1.19B,1.34B,1.9B,1.67B
Total Current Assets,10.21B,11.2B,12.33B,13.54B,13.64B
"Net Property, Plant & Equipment",19.76B,24.55B,25.22B,26.18B,27.64B
"Property, Plant & Equipment - Gross",42.97B,49.07B,51.34B,53.46B,56.82B
Buildings,15.66B,17.67B,18.47B,19.21B,20.22B
Land & Improvements,1.94B,2.18B,2.27B,2.5B,2.8B
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,23.21B,24.52B,26.12B,27.29B,29.18B
Total Investments and Advances,594M,564M,810M,886M,1.2B
Other Long-Term Investments,362M,315M,388M,438M,381M
Long-Term Note Receivables,40M,37M,31M,44M,48M
Intangible Assets,7.95B,8.27B,8.58B,9.54B,9.65B
Net Goodwill,7.61B,7.94B,8.21B,9.14B,9.29B
Net Other Intangibles,342M,330M,369M,403M,359M
Other Assets,650M,443M,515M,554M,250M
Total Assets,39.21B,45.06B,47.49B,50.74B,52.44B
Total Assets Growth,-,14.92%,5.40%,6.85%,3.34%
