Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,321M,397M,435M,286M,299M
Cash & Short Term Investments Growth,-,23.68%,9.57%,-34.25%,4.55%
Cash Only,321M,397M,435M,286M,299M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.81%,2.26%,2.42%,1.57%,1.62%
Total Accounts Receivable,1.38B,1.58B,1.54B,1.49B,1.74B
Total Accounts Receivable Growth,-,14.62%,-2.47%,-3.12%,16.59%
"Accounts Receivables, Net",1.15B,1.31B,1.25B,1.23B,1.44B
"Accounts Receivables, Gross",1.16B,1.32B,1.27B,1.24B,1.45B
Bad Debt/Doubtful Accounts,(10M),(10M),(19M),(15M),(13M)
Other Receivable,222M,271M,284M,264M,300M
Accounts Receivable Turnover,9.85,8.62,8.96,9.52,8.82
Inventories,1.33B,1.23B,1.28B,1.4B,1.77B
Finished Goods,991M,923M,946M,1.02B,1.34B
Work in Progress,-,-,-,-,-
Raw Materials,339M,303M,338M,383M,426M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,131M,232M,226M,221M,383M
Miscellaneous Current Assets,131M,232M,226M,221M,383M
Total Current Assets,3.16B,3.43B,3.48B,3.39B,4.19B
"Net Property, Plant & Equipment",3.73B,4.15B,4.37B,4.47B,4.41B
"Property, Plant & Equipment - Gross",9.17B,9.59B,10.18B,10.5B,10.5B
Buildings,2.06B,2.02B,2.14B,2.24B,2.27B
Land & Improvements,120M,116M,120M,123M,108M
Computer Software and Equipment,438M,496M,543M,594M,500M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,5.44B,5.44B,5.81B,6.03B,6.09B
Total Investments and Advances,430M,448M,480M,452M,521M
Other Long-Term Investments,17M,44M,89M,28M,89M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,9.41B,8.44B,8.29B,8.18B,7.98B
Net Goodwill,6.05B,5.86B,5.8B,5.77B,5.69B
Net Other Intangibles,3.36B,2.58B,2.49B,2.41B,2.3B
Other Assets,805M,864M,1.12B,1.47B,1.21B
Total Assets,17.78B,17.56B,18B,18.18B,18.5B
Total Assets Growth,-,-1.21%,2.46%,1.01%,1.75%
