Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,28.89B,26.6B,31.62B,31.61B,33.66B
Cash & Short Term Investments Growth,-,-7.95%,18.89%,-0.03%,6.48%
Cash Only,22.93B,22.42B,22.57B,23B,21.51B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.71%,11.66%,13.44%,12.92%,12.75%
Total Accounts Receivable,33.4B,33.4B,34.24B,34.04B,46.96B
Total Accounts Receivable Growth,-,0.00%,2.53%,-0.59%,37.93%
"Accounts Receivables, Net",33.4B,33.4B,34.24B,34.04B,46.96B
"Accounts Receivables, Gross",33.61B,33.6B,34.47B,34.94B,48.09B
Bad Debt/Doubtful Accounts,(211M),(201M),(224M),(895M),(1.13B)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,4.40,4.11,3.58,3.73,3.34
Inventories,9.82B,10.4B,10.24B,12.99B,15.37B
Finished Goods,5.54B,5.69B,5.12B,4.75B,7.35B
Work in Progress,-,-,-,-,-
Raw Materials,4.27B,4.71B,5.12B,8.24B,8.01B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,3.19B,4.6B,4.83B,3.46B,4.47B
Miscellaneous Current Assets,3.19B,4.6B,4.83B,3.46B,4.47B
Total Current Assets,75.29B,74.99B,80.92B,82.1B,100.45B
"Net Property, Plant & Equipment",82.32B,81.91B,78.45B,80.14B,79.05B
"Property, Plant & Equipment - Gross",109.04B,110.6B,106.27B,111.43B,112.1B
Buildings,9.17B,9.71B,9.67B,10.54B,11.46B
Land & Improvements,1.35B,1.3B,1.34B,1.3B,1.31B
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",23.83B,23.59B,20.85B,23.72B,24.77B
Accumulated Depreciation,26.73B,28.7B,27.82B,31.29B,33.05B
Total Investments and Advances,9.78B,9.08B,8.95B,10.22B,10.62B
Other Long-Term Investments,569M,522M,544M,540M,440M
Long-Term Note Receivables,25.08B,26.36B,31.78B,36.17B,40.59B
Intangible Assets,5.58B,5.34B,5.23B,5.09B,4.95B
Net Goodwill,1.86B,1.86B,1.91B,1.91B,1.91B
Net Other Intangibles,3.72B,3.48B,3.32B,3.17B,3.03B
Other Assets,5.2B,5.72B,5.72B,9.85B,7.85B
Total Assets,227.34B,228.04B,235.19B,244.72B,264.04B
Total Assets Growth,-,0.31%,3.14%,4.05%,7.89%
