Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,680.76M,402.23M,1.37B,1.41B,1.28B
Cash & Short Term Investments Growth,-,-40.92%,240.36%,3.33%,-9.80%
Cash Only,680.76M,402.23M,1.37B,815.75M,1.28B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.60%,3.88%,12.30%,10.28%,9.56%
Total Accounts Receivable,1.41B,1.38B,1.31B,1.3B,1.47B
Total Accounts Receivable Growth,-,-2.37%,-4.80%,-0.79%,13.09%
"Accounts Receivables, Net",1.41B,1.38B,1.31B,1.3B,1.47B
"Accounts Receivables, Gross",1.43B,1.39B,1.35B,1.33B,1.5B
Bad Debt/Doubtful Accounts,(24.99M),(19.01M),(37.1M),(33.65M),(27.96M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,8.63,7.46,8.03,7.11,8.08
Inventories,1.86B,1.17B,1.29B,1.06B,1.42B
Finished Goods,1.65B,1.09B,1.2B,983.47M,1.35B
Work in Progress,103.76M,59.47M,67.6M,54.39M,50.77M
Raw Materials,103.55M,25.99M,24.75M,23.98M,14.42M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,732.53M,1.72B,1.05B,1.01B,424.56M
Miscellaneous Current Assets,732.53M,1.72B,1.05B,1.01B,424.56M
Total Current Assets,4.68B,4.67B,5.03B,4.79B,4.59B
"Net Property, Plant & Equipment",1.01B,876.09M,2.23B,2.45B,2.29B
"Property, Plant & Equipment - Gross",-,1.83B,3.2B,3.51B,3.38B
Buildings,-,890.76M,858.67M,949.45M,965.8M
Land & Improvements,-,84.86M,83.94M,78.03M,91.05M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,958.48M,970M,1.06B,1.09B
Total Investments and Advances,-,190.75M,163.97M,200.47M,187.32M
Other Long-Term Investments,-,190.75M,163.97M,200.47M,187.32M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.81B,3.65B,3.24B,5.75B,5.74B
Net Goodwill,1.69B,1.49B,1.16B,2.43B,2.39B
Net Other Intangibles,2.12B,2.15B,2.09B,3.33B,3.35B
Other Assets,803.04M,875.82M,286.22M,363.09M,434.59M
Total Assets,10.31B,10.36B,11.13B,13.75B,13.34B
Total Assets Growth,-,0.44%,7.50%,23.54%,-2.99%
