Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,4.22B,2.12B,3.75B,8.18B,8.26B
Cash & Short Term Investments Growth,-,-49.73%,77.08%,117.95%,0.92%
Cash Only,4.22B,2.12B,3.75B,8.18B,7.76B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.99%,5.19%,8.91%,17.04%,16.16%
Total Accounts Receivable,1.32B,1.17B,1.41B,1.74B,1.8B
Total Accounts Receivable Growth,-,-11.72%,20.99%,23.37%,3.04%
"Accounts Receivables, Net",829M,741M,724M,1.12B,1.17B
"Accounts Receivables, Gross",829M,741M,724M,1.12B,1.17B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,493M,426M,688M,625M,622M
Accounts Receivable Turnover,14.35,12.30,9.82,12.83,13.00
Inventories,4.76B,4.07B,3.89B,4.5B,5.18B
Finished Goods,1.33B,839M,745M,927M,1.17B
Work in Progress,192M,124M,174M,195M,221M
Raw Materials,1.79B,1.97B,1.96B,2.21B,2.41B
Progress Payments & Other,1.45B,1.14B,1.01B,1.17B,1.38B
Other Current Assets,422M,555M,244M,409M,381M
Miscellaneous Current Assets,422M,555M,244M,409M,381M
Total Current Assets,10.72B,7.92B,9.3B,14.83B,15.61B
"Net Property, Plant & Equipment",28.01B,29.58B,29.82B,30.35B,32.63B
"Property, Plant & Equipment - Gross",71.11B,73.36B,74.88B,77.02B,80.9B
Buildings,8.05B,8.44B,9.21B,9.41B,9.75B
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",43.05B,43.03B,45.49B,46.13B,47.19B
Accumulated Depreciation,43.1B,43.77B,45.07B,46.67B,48.27B
Total Investments and Advances,497M,499M,508M,441M,444M
Other Long-Term Investments,372M,419M,431M,415M,394M
Long-Term Note Receivables,-,80M,31M,20M,24M
Intangible Assets,398M,402M,401M,412M,416M
Net Goodwill,-,-,-,-,-
Net Other Intangibles,398M,402M,401M,412M,416M
Other Assets,2.59B,2.33B,2.08B,1.97B,1.97B
Total Assets,42.22B,40.81B,42.14B,48.02B,51.09B
Total Assets Growth,-,-3.33%,3.27%,13.95%,6.39%
