Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,44M,30M,192M,344M,117M
Cash & Short Term Investments Growth,-,-31.82%,540.00%,79.17%,-65.99%
Cash Only,44M,30M,192M,344M,117M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.01%,0.64%,3.57%,5.53%,1.55%
Total Accounts Receivable,544M,645M,524M,760M,794M
Total Accounts Receivable Growth,-,18.57%,-18.76%,45.04%,4.47%
"Accounts Receivables, Net",520M,613M,508M,752M,768M
"Accounts Receivables, Gross",523M,615M,509M,753M,769M
Bad Debt/Doubtful Accounts,(3M),(2M),(1M),(1M),(1M)
Other Receivable,24M,32M,16M,8M,26M
Accounts Receivable Turnover,7.73,6.89,8.50,7.41,7.17
Inventories,520M,474M,511M,491M,860M
Finished Goods,392M,342M,390M,292M,563M
Work in Progress,3M,4M,4M,3M,4M
Raw Materials,125M,128M,117M,196M,293M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,54M,46M,46M,94M,112M
Miscellaneous Current Assets,54M,46M,46M,94M,112M
Total Current Assets,1.16B,1.2B,1.27B,1.69B,1.88B
"Net Property, Plant & Equipment",249M,366M,409M,403M,434M
"Property, Plant & Equipment - Gross",546M,717M,778M,776M,841M
Buildings,57M,63M,68M,75M,75M
Land & Improvements,7M,7M,7M,7M,7M
Computer Software and Equipment,161M,168M,162M,127M,125M
"Other Property, Plant & Equipment",93M,104M,117M,120M,112M
Accumulated Depreciation,297M,351M,369M,373M,407M
Total Investments and Advances,28M,45M,77M,101M,160M
Other Long-Term Investments,28M,45M,77M,101M,160M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.73B,2.9B,3.39B,3.73B,4.53B
Net Goodwill,2.5B,2.62B,2.99B,3.27B,3.9B
Net Other Intangibles,232M,275M,402M,469M,630M
Other Assets,59M,81M,87M,96M,116M
Total Assets,4.34B,4.71B,5.38B,6.22B,7.53B
Total Assets Growth,-,8.57%,14.09%,15.63%,21.14%
