Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,440M,591M,1.1B,568M,555M
Cash & Short Term Investments Growth,-,34.32%,86.46%,-48.46%,-2.29%
Cash Only,283M,370M,438M,297M,294M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.42%,1.80%,3.46%,1.67%,1.59%
Total Accounts Receivable,3.95B,3.54B,2.99B,3.48B,4.31B
Total Accounts Receivable Growth,-,-10.48%,-15.38%,16.37%,23.68%
"Accounts Receivables, Net",3.95B,3.54B,2.99B,3.48B,4.31B
"Accounts Receivables, Gross",4.01B,3.54B,3.04B,3.53B,4.34B
Bad Debt/Doubtful Accounts,(55M),-,(48M),(42M),(31M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.47,6.05,5.96,5.63,4.82
Inventories,2.79B,2.81B,2.11B,2.97B,3.43B
Finished Goods,1.21B,1.18B,808M,1.25B,1.38B
Work in Progress,500M,640M,498M,620M,781M
Raw Materials,1.08B,986M,803M,1.1B,1.28B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,413M,1.79B,2.97B,490M,452M
Miscellaneous Current Assets,413M,1.79B,2.97B,490M,452M
Total Current Assets,7.59B,8.73B,9.18B,7.51B,8.75B
"Net Property, Plant & Equipment",3.47B,3.93B,3.39B,3.51B,3.72B
"Property, Plant & Equipment - Gross",8.57B,9.14B,8.02B,8.26B,8.58B
Buildings,2.47B,2.42B,2.17B,2.22B,2.12B
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,5.11B,5.21B,4.62B,4.75B,4.87B
Total Investments and Advances,-,-,-,-,788M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,18.17B,18.09B,17.08B,20.61B,20.28B
Net Goodwill,13.33B,13.46B,12.9B,14.75B,14.8B
Net Other Intangibles,4.85B,4.64B,4.18B,5.86B,5.49B
Other Assets,1.57B,1.68B,1.75B,2.01B,1.15B
Total Assets,31.09B,32.81B,31.82B,34.03B,35.01B
Total Assets Growth,-,5.51%,-2.99%,6.92%,2.90%
