Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,915M,1.6B,1.77B,2.05B,2.04B
Cash & Short Term Investments Growth,-,74.64%,10.45%,16.26%,-0.49%
Cash Only,915M,1.6B,1.77B,2.05B,2.04B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,15.71%,24.13%,24.45%,26.37%,25.22%
Total Accounts Receivable,624M,673M,606M,735M,905M
Total Accounts Receivable Growth,-,7.85%,-9.96%,21.29%,23.13%
"Accounts Receivables, Net",624M,668M,606M,735M,905M
"Accounts Receivables, Gross",624M,668M,609M,739M,905M
Bad Debt/Doubtful Accounts,-,-,(3M),(4M),-
Other Receivable,-,5M,-,-,-
Accounts Receivable Turnover,6.21,6.39,6.97,6.72,5.99
Inventories,619M,705M,757M,777M,1.06B
Finished Goods,283M,317M,342M,329M,322M
Work in Progress,-,-,-,-,-
Raw Materials,336M,388M,415M,448M,536M
Progress Payments & Other,-,-,-,-,199M
Other Current Assets,220M,239M,246M,270M,230M
Miscellaneous Current Assets,220M,239M,246M,270M,149M
Total Current Assets,2.38B,3.22B,3.37B,3.83B,4.23B
"Net Property, Plant & Equipment",555M,576M,777M,877M,910M
"Property, Plant & Equipment - Gross",1.83B,1.92B,2.22B,2.4B,2.45B
Buildings,695M,721M,743M,785M,798M
Land & Improvements,63M,65M,67M,61M,48M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.28B,1.35B,1.44B,1.52B,1.54B
Total Investments and Advances,48M,48M,86M,134M,210M
Other Long-Term Investments,48M,48M,86M,134M,210M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.82B,1.7B,1.9B,1.9B,1.77B
Net Goodwill,1.17B,1.21B,1.54B,1.63B,1.58B
Net Other Intangibles,645M,490M,361M,272M,189M
Other Assets,277M,330M,343M,325M,306M
Total Assets,5.82B,6.62B,7.22B,7.78B,8.1B
Total Assets Growth,-,13.72%,8.98%,7.80%,4.07%
