Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,357.16M,301.08M,375.88M,445.08M,292.03M
Cash & Short Term Investments Growth,-,-15.70%,24.84%,18.41%,-34.39%
Cash Only,357.16M,301.08M,375.88M,445.08M,292.03M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.69%,4.77%,5.26%,6.48%,4.22%
Total Accounts Receivable,366.29M,418.67M,395.07M,383.57M,408.83M
Total Accounts Receivable Growth,-,14.30%,-5.64%,-2.91%,6.59%
"Accounts Receivables, Net",366.29M,418.67M,395.07M,383.57M,408.83M
"Accounts Receivables, Gross",370.69M,427.77M,407.97M,394.37M,417.43M
Bad Debt/Doubtful Accounts,(4.4M),(9.1M),(12.9M),(10.8M),(8.6M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,6.68,6.20,6.42,7.32,6.83
Inventories,427.78M,476.56M,513.2M,477.64M,578.51M
Finished Goods,254.34M,290.78M,304.95M,249.71M,292.87M
Work in Progress,62.33M,71.48M,75.87M,81.5M,98.99M
Raw Materials,111.11M,114.3M,132.37M,146.43M,186.64M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,84.94M,110.02M,138.28M,122.82M,131.61M
Miscellaneous Current Assets,72.48M,97.94M,115.44M,117.28M,125.08M
Total Current Assets,1.24B,1.31B,1.42B,1.43B,1.41B
"Net Property, Plant & Equipment",432.77M,543.88M,574.55M,573.41M,578.42M
"Property, Plant & Equipment - Gross",889.7M,1.03B,1.13B,1.13B,1.14B
Buildings,224.61M,248.07M,272.64M,285.31M,272.58M
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,137.9M,158.57M,172.91M,191.61M,192.79M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,456.93M,483.53M,552.64M,557.97M,-
Total Investments and Advances,-,13.07M,-,9.56M,11.91M
Other Long-Term Investments,-,13.07M,-,9.56M,11.91M
Long-Term Note Receivables,2.7M,4.5M,900K,-,-
Intangible Assets,4.57B,4.4B,5.11B,4.79B,4.84B
Net Goodwill,2.25B,2.25B,2.59B,2.5B,2.54B
Net Other Intangibles,2.33B,2.16B,2.52B,2.29B,2.31B
Other Assets,32.28M,34.88M,40.9M,59.54M,77.46M
Total Assets,6.28B,6.31B,7.15B,6.87B,6.93B
Total Assets Growth,-,0.51%,13.36%,-3.93%,0.82%
