Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,56.89M,106.1M,421.19M,117.97M,117M
Cash & Short Term Investments Growth,-,86.51%,296.98%,-71.99%,-0.82%
Cash Only,56.89M,106.1M,421.19M,117.97M,117M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.67%,1.48%,5.42%,1.39%,1.36%
Total Accounts Receivable,1.17B,1.25B,1.42B,1.45B,1.44B
Total Accounts Receivable Growth,-,6.63%,14.33%,1.90%,-0.68%
"Accounts Receivables, Net",1.17B,1.25B,1.42B,1.45B,1.44B
"Accounts Receivables, Gross",1.22B,1.31B,1.51B,1.52B,1.51B
Bad Debt/Doubtful Accounts,(53.12M),(60M),(88.03M),(67.17M),(65M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,8.06,8.01,7.10,8.54,8.77
Inventories,1.42B,1.43B,1.51B,1.86B,1.96B
Finished Goods,1.42B,1.43B,1.51B,1.86B,1.96B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.53B,445.36M,432.94M,413.1M,466M
Miscellaneous Current Assets,1.53B,445.36M,432.94M,413.1M,466M
Total Current Assets,4.18B,3.23B,3.79B,3.84B,3.99B
"Net Property, Plant & Equipment",314.22M,561.31M,630.85M,691.41M,667M
"Property, Plant & Equipment - Gross",905.11M,1.03B,1.16B,1.24B,1.24B
Buildings,127.01M,121.82M,145.16M,140.06M,135M
Land & Improvements,17.99M,18.03M,20.3M,21.12M,20M
Computer Software and Equipment,427.24M,330.93M,344.49M,385.01M,411M
"Other Property, Plant & Equipment",224.62M,203.17M,215.79M,217.6M,221M
Accumulated Depreciation,590.88M,468.95M,526.18M,550.29M,573M
Total Investments and Advances,260.95M,164.66M,169.38M,168.12M,161M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,66.05M,43.54M,34.76M,35.75M,28M
Intangible Assets,2.46B,3.04B,2.98B,3.52B,3.48B
Net Goodwill,2.08B,2.46B,2.5B,2.85B,2.89B
Net Other Intangibles,376.61M,572.88M,479.43M,667.63M,587M
Other Assets,1.21B,96.09M,119.71M,185.4M,195M
Total Assets,8.5B,7.15B,7.77B,8.48B,8.61B
Total Assets Growth,-,-15.87%,8.69%,9.12%,1.48%
