Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.01B,2.27B,2.56B,3.04B,2.35B
Cash & Short Term Investments Growth,-,12.95%,13.01%,18.77%,-22.93%
Cash Only,2.01B,2.27B,2.56B,3.04B,2.35B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,7.73%,8.94%,12.39%,13.64%,10.09%
Total Accounts Receivable,5.23B,4.58B,3.07B,3.67B,4.63B
Total Accounts Receivable Growth,-,-12.55%,-32.90%,19.37%,26.21%
"Accounts Receivables, Net",5.23B,4.58B,3.07B,3.67B,4.63B
"Accounts Receivables, Gross",5.97B,5.35B,3.9B,4.42B,5.36B
Bad Debt/Doubtful Accounts,(738M),(776M),(824M),(754M),(731M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,4.58,4.90,4.70,4.17,4.39
Inventories,3.03B,3.14B,2.35B,2.36B,2.92B
Finished Goods,1.95B,1.87B,1.33B,1.38B,1.86B
Work in Progress,147M,127M,67M,91M,111M
Raw Materials,934M,1.15B,952M,890M,953M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,881M,1.23B,1.49B,872M,1.06B
Miscellaneous Current Assets,881M,1.23B,1.49B,872M,1.06B
Total Current Assets,11.15B,11.21B,9.48B,9.94B,10.95B
"Net Property, Plant & Equipment",8.96B,8.36B,5.22B,5.35B,5.39B
"Property, Plant & Equipment - Gross",22.14B,20.99B,16.26B,16.79B,17.05B
Buildings,3.46B,3.17B,1.65B,1.61B,1.67B
Land & Improvements,252M,202M,120M,120M,117M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,13.18B,12.63B,11.04B,11.44B,11.66B
Total Investments and Advances,-,-,-,349M,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.83B,2.81B,2.8B,2.84B,2.83B
Net Goodwill,2.83B,2.81B,2.8B,2.84B,2.83B
Net Other Intangibles,-,-,-,-,-
Other Assets,1.66B,1.31B,1.01B,1.15B,1.45B
Total Assets,25.98B,25.38B,20.68B,22.32B,23.26B
Total Assets Growth,-,-2.33%,-18.51%,7.94%,4.18%
