Item,2022,2021,2020,2019,2018
Cash & Short Term Investments,7B,9.25B,9.37B,8.29B,7.89B
Cash & Short Term Investments Growth,-,32.12%,1.21%,-11.47%,-4.85%
Cash Only,7B,9.25B,9.37B,8.29B,7.89B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,8.55%,11.18%,11.96%,10.57%,10.05%
Total Accounts Receivable,17.87B,17.13B,16.64B,17.9B,17.45B
Total Accounts Receivable Growth,-,-4.12%,-2.87%,7.59%,-2.52%
"Accounts Receivables, Net",-,-,-,-,-
"Accounts Receivables, Gross",-,-,-,-,-
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.33,2.98,2.51,3.00,3.14
Inventories,16.27B,14.04B,11.4B,11.27B,11.53B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.64B,3.03B,2.06B,1.73B,1.73B
Miscellaneous Current Assets,-,-,-,-,-
Total Current Assets,43.79B,43.46B,39.46B,39.19B,38.6B
"Net Property, Plant & Equipment",12.59B,12.72B,13B,13.53B,13.57B
"Property, Plant & Equipment - Gross",-,-,-,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,-,-,-
Total Investments and Advances,3.31B,1.79B,2.23B,1.76B,1.61B
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,13.28B,13.81B,13.27B,13.84B,14.45B
Intangible Assets,6.05B,7.37B,7.7B,7.76B,8.11B
Net Goodwill,-,-,-,-,-
Net Other Intangibles,758M,1.04B,1.31B,1.57B,1.9B
Other Assets,718M,1.81B,1.14B,960M,727M
Total Assets,81.94B,82.79B,78.32B,78.45B,78.51B
Total Assets Growth,-,1.04%,-5.40%,0.16%,0.07%
