Item,2018,2019,2020,2021,2022
Cash Only,3.86B,4.62B,10.18B,5.08B,5.92B
Cash Growth,-,19.82%,120.44%,-50.10%,16.59%
Total Investment Assets,28.97B,22.48B,24.59B,19.36B,17.19B
Investments Growth,-,-22.42%,9.40%,-21.29%,-11.18%
Total Fixed Income Securities Investment,22.93B,16.46B,18.13B,16.96B,9.87B
Bonds,22.93B,16.46B,18.13B,16.96B,9.87B
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,925M,303M,501M,603M,667M
Common Stocks,925M,303M,501M,603M,667M
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,679M,788M,951M,1.15B,1.32B
"Mortgage, Policy & Other Loans",3.28B,3.3B,2.77B,2.9B,2.83B
Other Investments,1.22B,1.2B,1.88B,(2.69B),2.41B
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,1.89B,2.32B,1.79B,2.93B,2.96B
Premium Balance Growth,-,22.93%,-22.92%,63.89%,1.06%
"Net Property, Plant & Equipment",4.56B,4.95B,4.76B,4.17B,4.15B
Investment in Unconsolidated Subs.,-,-,800M,8.4B,900M
Other Assets (Including Intangibles),107.71B,115.59B,107.37B,109.38B,107.63B
Separate & Variable Account Assets,7.84B,8.47B,9.09B,8.34B,7.28B
Deferred Charges,2.82B,2.96B,3.39B,677M,210K
Tangible Other Assets,(25.46B),(13.56B),(20.11B),(13.77B),(10.44B)
Intangible Assets,122.51B,117.73B,115.01B,114.14B,110.8B
Total Assets,148.4B,151.22B,150.79B,151.02B,139.91B
Assets - Total - 1 Year Growth,-,1.90%,-0.29%,0.16%,-7.36%
Return On Average Assets,-,-,-,-,4.58%
