Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,29.06B,30.15B,36.43B,29.22B,30.33B
Cash & Due from Banks Growth,-,3.75%,20.82%,-19.79%,3.81%
Investments - Total,1.14T,1.18T,1.61T,1.87T,1.69T
Investments Growth,-,3.50%,36.66%,16.43%,-9.67%
Trading Account Securities,214.35B,229.83B,198.85B,247.08B,296.11B
Federal Funds Sold & Securities Purchased,261.13B,274.6B,304.06B,250.72B,267.57B
Federal Funds Sold,261.13B,274.6B,304.06B,250.72B,267.57B
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,54.92B,68.53B,116.38B,199.15B,159.02B
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,347B,359B,522.86B,744.46B,665.28B
Other Securities,39.83B,45.75B,46.62B,39.8B,39.44B
Other Investments,218.83B,198.16B,418.2B,389.72B,262.64B
Net Loans,937.29B,974.01B,909.06B,966.74B,1.03T
Gross Loans - Net of Unearned Income,946.9B,983.43B,927.86B,979.12B,1.05T
Commercial & Industrial Loans,317.51B,330.12B,331.14B,352.32B,381.47B
Consumer & Installment Loans,190.39B,189.39B,170.93B,185.81B,200.15B
Real Estate Mortgage Loans,317.69B,339.07B,318.23B,312.91B,326B
Lease Financing Loans,22.53B,19.88B,17.1B,14.83B,13.64B
Foreign Loans,98.78B,104.97B,90.46B,113.27B,124.48B
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(9.6B),(9.42B),(18.8B),(12.39B),(12.68B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,3.92%,-6.67%,6.34%,6.86%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",9.91B,20.26B,21B,21.07B,21.27B
Other Assets (Including Intangibles),213.46B,213.11B,222.88B,260.14B,253.59B
Other Assets,142.71B,142.46B,151.73B,188.92B,182.47B
Intangible Assets,70.75B,70.65B,71.15B,71.22B,71.12B
Interest Receivables,-,-,-,-,-
Total Assets,2.36T,2.44T,2.83T,3.18T,3.05T
Assets - Total Growth,-,3.51%,15.87%,12.31%,-4.07%
Return On Average Assets,-,-,-,-,0.88%
