Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,480.98M,425.72M,1.76B,442.56M,224.16M
Cash & Short Term Investments Growth,-,-11.49%,313.20%,-74.84%,-49.35%
Cash Only,480.98M,425.72M,1.76B,442.56M,224.16M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.00%,0.82%,3.02%,0.74%,0.38%
Total Accounts Receivable,1.11B,1.21B,1.29B,1.37B,1.5B
Total Accounts Receivable Growth,-,8.45%,6.38%,6.58%,9.11%
"Accounts Receivables, Net",946.68M,988.72M,1.15B,1.14B,1.25B
"Accounts Receivables, Gross",954.01M,996.13M,1.27B,1.21B,1.28B
Bad Debt/Doubtful Accounts,(7.32M),(7.4M),(117.79M),(68.61M),(30.86M)
Other Receivable,167.72M,219.87M,135.21M,231.84M,241.7M
Accounts Receivable Turnover,9.93,8.91,7.75,8.54,9.21
Inventories,870.15M,970.47M,1.14B,1.2B,1.33B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,870.15M,970.47M,1.14B,1.2B,1.33B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,234.33M,283.65M,196.42M,156.77M,190.61M
Miscellaneous Current Assets,234.33M,283.65M,196.42M,156.77M,190.61M
Total Current Assets,2.7B,2.89B,4.38B,3.17B,3.24B
"Net Property, Plant & Equipment",32.28B,35.52B,39.2B,42.6B,42.84B
"Property, Plant & Equipment - Gross",54.38B,58.65B,63.26B,67.37B,68.13B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",304.38M,332.86M,343.33M,357.58M,366.41M
Accumulated Depreciation,22.1B,23.14B,24.07B,24.77B,25.29B
Total Investments and Advances,7.36B,6.92B,7.47B,5.67B,4.63B
Other Long-Term Investments,7.36B,6.92B,7.47B,5.67B,4.63B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,377.17M,377.17M,377.17M,377.17M,377.17M
Net Goodwill,377.17M,377.17M,377.17M,377.17M,377.17M
Net Other Intangibles,-,-,-,-,-
Other Assets,5.5B,5.96B,6.74B,7.58B,7.42B
Total Assets,48.28B,51.72B,58.24B,59.45B,58.6B
Total Assets Growth,-,7.14%,12.60%,2.09%,-1.44%
