Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,426.8M,337.5M,1.32B,1.47B,430M
Cash & Short Term Investments Growth,-,-20.92%,291.35%,11.50%,-70.80%
Cash Only,426.8M,337.5M,1.32B,1.47B,430M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.64%,1.87%,6.58%,7.22%,2.13%
Total Accounts Receivable,1.86B,2.03B,3.02B,2.98B,3.02B
Total Accounts Receivable Growth,-,8.75%,48.95%,-1.27%,1.31%
"Accounts Receivables, Net",1.86B,2.03B,3.02B,2.98B,3.02B
"Accounts Receivables, Gross",1.88B,2.04B,3.04B,3B,3.06B
Bad Debt/Doubtful Accounts,(15.7M),(19M),(22.1M),(21.5M),(43.5M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,6.09,5.71,4.63,5.41,4.93
Inventories,237.3M,244.7M,423.2M,401.4M,470.6M
Finished Goods,37.2M,16.4M,19.6M,29.9M,57.8M
Work in Progress,-,-,-,-,-
Raw Materials,200.1M,228.3M,403.6M,371.5M,412.8M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,309M,373.7M,364.8M,478.1M,707M
Miscellaneous Current Assets,309M,373.7M,364.8M,478.1M,707M
Total Current Assets,2.84B,2.98B,5.13B,5.33B,4.63B
"Net Property, Plant & Equipment",1.78B,2.64B,2.73B,2.82B,2.96B
"Property, Plant & Equipment - Gross",3.56B,4.57B,4.93B,5.23B,5.68B
Buildings,703.7M,781.8M,879.9M,954.4M,1.02B
Land & Improvements,77.4M,90.9M,99.4M,101.4M,99.2M
Computer Software and Equipment,714.6M,794.9M,857.5M,840.1M,906.3M
"Other Property, Plant & Equipment",434.5M,508.7M,552.2M,571.8M,632.2M
Accumulated Depreciation,1.77B,1.93B,2.2B,-,-
Total Investments and Advances,60.5M,89.6M,164.1M,63.8M,65.7M
Other Long-Term Investments,-,4.7M,90.6M,2.9M,-
Long-Term Note Receivables,-,-,5.7M,700K,700K
Intangible Assets,11.27B,11.9B,11.71B,11.69B,12.07B
Net Goodwill,7.36B,7.87B,7.75B,7.96B,8.12B
Net Other Intangibles,3.91B,4.03B,3.96B,3.74B,3.95B
Other Assets,231.6M,430.7M,313.7M,459M,432M
Total Assets,16.19B,18.05B,20.07B,20.39B,20.16B
Total Assets Growth,-,11.50%,11.22%,1.56%,-1.13%
