Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,5.07B,4.47B,4.97B,4.47B,5.59B
Cash & Due from Banks Growth,-,-11.83%,11.16%,-10.02%,25.07%
Investments - Total,94.74B,91.63B,142.59B,122.27B,106.11B
Investments Growth,-,-3.28%,55.61%,-14.25%,-13.22%
Trading Account Securities,-,-,-,-,-
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,6.14B,4.12B,9.32B,9.44B,5.04B
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,75.16B,73.76B,88.44B,82.99B,70.46B
Other Securities,1.65B,1.33B,2.71B,2.88B,1.43B
Other Investments,11.8B,12.41B,42.12B,26.96B,29.17B
Net Loans,238.68B,258.6B,236.06B,265.91B,299.09B
Gross Loans - Net of Unearned Income,245.9B,265.81B,251.62B,277.34B,312.33B
Commercial & Industrial Loans,41.09B,44.26B,45.1B,49.66B,57.22B
Consumer & Installment Loans,175.57B,191.3B,175.84B,192.42B,217.66B
Real Estate Mortgage Loans,29.24B,30.25B,30.68B,35.26B,37.45B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(7.22B),(7.21B),(15.56B),(11.43B),(13.24B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,8.35%,-8.72%,12.65%,12.48%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",4.19B,5.81B,5.6B,5.35B,5.48B
Other Assets (Including Intangibles),28.24B,28B,30.76B,32.63B,36.66B
Other Assets,13.45B,13.17B,16.02B,17.74B,21.72B
Intangible Assets,14.8B,14.83B,14.74B,14.89B,14.94B
Interest Receivables,1.61B,1.76B,1.47B,1.46B,2.1B
Total Assets,375.97B,390.37B,421.6B,432.38B,455.25B
Assets - Total Growth,-,3.83%,8.00%,2.56%,5.29%
Return On Average Assets,-,-,-,-,1.64%
