Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,337.4M,439.1M,615.5M,762.6M,894.3M
Cash & Short Term Investments Growth,-,30.14%,40.17%,23.90%,17.27%
Cash Only,337.4M,439.1M,615.5M,762.6M,894.3M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,17.05%,18.75%,22.03%,23.01%,24.73%
Total Accounts Receivable,288.2M,319.3M,385.3M,489M,507.4M
Total Accounts Receivable Growth,-,10.79%,20.67%,26.91%,3.76%
"Accounts Receivables, Net",288.2M,319.3M,385.3M,489M,507.4M
"Accounts Receivables, Gross",288.2M,319.8M,386.4M,489.4M,507.6M
Bad Debt/Doubtful Accounts,-,(500K),(1.1M),(400K),(200K)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.96,5.77,5.57,5.79,5.69
Inventories,214.5M,235.7M,321.3M,378.4M,414.8M
Finished Goods,81.9M,97.4M,132.9M,161.1M,165.1M
Work in Progress,42.2M,37.4M,54.9M,63.5M,79M
Raw Materials,90.4M,100.9M,133.5M,153.8M,170.7M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,54.3M,64.6M,51.6M,112M,103M
Miscellaneous Current Assets,54.3M,64.6M,51.6M,112M,103M
Total Current Assets,894.4M,1.06B,1.37B,1.74B,1.92B
"Net Property, Plant & Equipment",822M,909.4M,1.01B,1.13B,1.26B
"Property, Plant & Equipment - Gross",1.75B,1.89B,2.1B,2.28B,2.49B
Buildings,569.1M,572.9M,618.1M,644.8M,663.6M
Land & Improvements,20.9M,22.1M,24.8M,29.3M,29M
Computer Software and Equipment,151.1M,155.6M,157.5M,182.6M,193.9M
"Other Property, Plant & Equipment",115.8M,123.8M,131.2M,139.5M,154.5M
Accumulated Depreciation,930.7M,980.8M,1.09B,-,1.23B
Total Investments and Advances,91.2M,192.7M,214.7M,207.7M,204.9M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,126.1M,137.6M,141.6M,132.9M,125.7M
Net Goodwill,105.8M,107.8M,111.1M,109.9M,107.3M
Net Other Intangibles,20.3M,29.8M,30.5M,23M,18.4M
Other Assets,20.5M,29M,36.3M,55.9M,38.4M
Total Assets,1.98B,2.34B,2.79B,3.31B,3.62B
Total Assets Growth,-,18.32%,19.32%,18.61%,9.14%
