Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,223.6M,401.3M,1.68B,224.7M,285.2M
Cash & Short Term Investments Growth,-,79.47%,319.79%,-86.66%,26.92%
Cash Only,223.6M,401.3M,1.68B,224.7M,285.2M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.13%,5.07%,17.53%,2.04%,2.47%
Total Accounts Receivable,538.5M,680.1M,651.9M,745.7M,913M
Total Accounts Receivable Growth,-,26.30%,-4.15%,14.39%,22.44%
"Accounts Receivables, Net",469.1M,532.1M,630.6M,727.6M,857.7M
"Accounts Receivables, Gross",480M,543.3M,643.5M,741.5M,876.8M
Bad Debt/Doubtful Accounts,(10.9M),(11.2M),(12.9M),(13.9M),(19.1M)
Other Receivable,69.4M,148M,21.3M,18.1M,55.3M
Accounts Receivable Turnover,6.34,5.16,6.33,6.60,5.61
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,140.2M,128M,141.8M,150.5M,172.3M
Miscellaneous Current Assets,40.2M,39.9M,37.7M,42.1M,38M
Total Current Assets,902.3M,1.21B,2.48B,1.12B,1.37B
"Net Property, Plant & Equipment",764.8M,947.6M,1.14B,1.32B,1.59B
"Property, Plant & Equipment - Gross",1.24B,1.54B,1.91B,2.28B,2.68B
Buildings,216.1M,236.3M,239.1M,250.3M,261.6M
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,684.1M,979.4M,1.37B,1.73B,2.14B
"Other Property, Plant & Equipment",344.6M,325.1M,299.9M,299.6M,281.4M
Accumulated Depreciation,480M,593.2M,774.1M,961.3M,1.1B
Total Investments and Advances,-,-,-,127.7M,74.5M
Other Long-Term Investments,-,-,-,127.7M,74.5M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.32B,5.45B,5.59B,8.25B,8.3B
Net Goodwill,4.13B,4.31B,4.5B,6.26B,6.38B
Net Other Intangibles,1.19B,1.14B,1.09B,1.99B,1.91B
Other Assets,151.3M,295M,396.4M,216.4M,212.1M
Total Assets,7.15B,7.91B,9.61B,11.04B,11.55B
Total Assets Growth,-,10.57%,21.53%,14.87%,4.59%
