Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.67B,2.98B,4.02B,6.4B,3.94B
Cash & Short Term Investments Growth,-,11.56%,34.69%,59.30%,-38.48%
Cash Only,2.67B,2.98B,4.02B,6.4B,3.94B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.43%,5.00%,6.56%,9.84%,6.22%
Total Accounts Receivable,17.71B,18.25B,19.95B,19.18B,18.58B
Total Accounts Receivable Growth,-,3.02%,9.34%,-3.85%,-3.12%
"Accounts Receivables, Net",14.13B,14.66B,16.94B,16.86B,16.29B
"Accounts Receivables, Gross",14.35B,14.94B,17.2B,17.11B,16.44B
Bad Debt/Doubtful Accounts,(216M),(279M),(265M),(250M),(144M)
Other Receivable,3.58B,3.58B,3.01B,2.33B,2.29B
Accounts Receivable Turnover,11.76,11.75,11.58,12.42,14.20
Inventories,16.31B,16.71B,16.73B,19.25B,18.7B
Finished Goods,16.31B,16.71B,16.73B,19.25B,18.7B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,443M,529M,1.52B,559M,5.01B
Miscellaneous Current Assets,443M,529M,1.52B,559M,5.01B
Total Current Assets,37.14B,38.47B,42.22B,45.38B,46.23B
"Net Property, Plant & Equipment",2.46B,2.55B,4.25B,4.68B,3.64B
"Property, Plant & Equipment - Gross",3.93B,4.33B,6.08B,6.9B,5.63B
Buildings,3.75B,4.15B,4.04B,1.75B,1.33B
Land & Improvements,187M,172M,151M,156M,104M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.47B,1.78B,1.83B,2.21B,1.99B
Total Investments and Advances,3.73B,3.51B,-,72M,-
Other Long-Term Investments,-,-,-,72M,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,15.45B,13.44B,12.92B,12.88B,11.83B
Net Goodwill,10.92B,9.36B,9.36B,9.49B,9.45B
Net Other Intangibles,4.53B,4.08B,3.56B,3.39B,2.38B
Other Assets,1.6B,1.71B,1.86B,2B,1.6B
Total Assets,60.38B,59.67B,61.25B,65.02B,63.3B
Total Assets Growth,-,-1.17%,2.64%,6.15%,-2.64%
