Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,555.32M,613.11M,746.72M,439.27M,1.5B
Cash & Short Term Investments Growth,-,10.41%,21.79%,-41.17%,241.28%
Cash Only,555.32M,613.11M,746.72M,439.27M,1.5B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,7.32%,6.22%,7.15%,4.00%,9.70%
Total Accounts Receivable,697.89M,752.45M,637.83M,700.06M,1.45B
Total Accounts Receivable Growth,-,7.82%,-15.23%,9.76%,106.92%
"Accounts Receivables, Net",605.71M,612.65M,530.84M,556.92M,1.19B
"Accounts Receivables, Gross",610.17M,616.36M,532.92M,559.48M,1.19B
Bad Debt/Doubtful Accounts,(4.46M),(3.71M),(2.08M),(2.56M),(2.53M)
Other Receivable,92.18M,139.8M,106.99M,143.14M,257.61M
Accounts Receivable Turnover,4.84,4.77,4.91,4.75,5.05
Inventories,700.54M,768.98M,750.24M,812.92M,2.08B
Finished Goods,482.36M,495.64M,454.16M,473.84M,1.68B
Work in Progress,71.4M,109.3M,129.6M,149.4M,133.2M
Raw Materials,86.89M,96.48M,90.3M,109.82M,163.8M
Progress Payments & Other,59.9M,67.56M,76.18M,79.86M,99.56M
Other Current Assets,44.67M,90.57M,71.4M,55.73M,163.16M
Miscellaneous Current Assets,1.5M,6.93M,13.87M,5.8M,6.72M
Total Current Assets,2B,2.23B,2.21B,2.01B,5.19B
"Net Property, Plant & Equipment",3.02B,5.04B,5.49B,6.06B,7.09B
"Property, Plant & Equipment - Gross",4.8B,6.95B,7.56B,8.23B,9.48B
Buildings,251.98M,337.73M,354.68M,383.88M,492.51M
Land & Improvements,186.87M,199.98M,237.02M,230.08M,373.75M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",696.03M,1.76B,1.78B,1.78B,1.8B
Accumulated Depreciation,1.78B,1.91B,2.07B,2.17B,2.39B
Total Investments and Advances,528.72M,581.51M,657.14M,897.71M,1.15B
Other Long-Term Investments,42.69M,47.08M,52.18M,304.36M,318.43M
Long-Term Note Receivables,28.7M,-,-,-,-
Intangible Assets,1.95B,1.93B,2.01B,1.91B,1.91B
Net Goodwill,1.57B,1.58B,1.67B,1.6B,1.62B
Net Other Intangibles,386.14M,354.62M,349.11M,308.95M,287.87M
Other Assets,34.41M,62.22M,61.76M,78.7M,75.95M
Total Assets,7.58B,9.86B,10.45B,10.97B,15.46B
Total Assets Growth,-,30.06%,5.98%,5.01%,40.85%
