Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.64B,852M,666M,943M,1.04B
Cash & Short Term Investments Growth,-,-67.72%,-21.83%,41.59%,9.97%
Cash Only,2B,852M,666M,943M,1.04B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.46%,1.94%,1.34%,1.68%,1.73%
Total Accounts Receivable,4.22B,5.65B,4.98B,5.77B,7.57B
Total Accounts Receivable Growth,-,33.84%,-11.82%,15.79%,31.16%
"Accounts Receivables, Net",3.14B,3.72B,3.99B,4.7B,6.52B
"Accounts Receivables, Gross",3.23B,3.83B,4.09B,4.82B,6.53B
Bad Debt/Doubtful Accounts,(84M),(110M),(100M),(122M),(3M)
Other Receivable,1.08B,1.94B,999M,1.07B,1.05B
Accounts Receivable Turnover,15.23,11.45,12.92,14.77,13.42
Inventories,8.81B,9.17B,11.71B,14.48B,14.77B
Finished Goods,-,-,-,-,7.8B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,6.98B
Progress Payments & Other,8.81B,9.17B,-,-,-
Other Current Assets,4.91B,5.67B,9.92B,10.71B,12.03B
Miscellaneous Current Assets,4.73B,5.36B,9.63B,10.34B,11.59B
Total Current Assets,20.59B,21.35B,27.29B,31.91B,35.41B
"Net Property, Plant & Equipment",9.95B,11.08B,11.05B,10.83B,11.02B
"Property, Plant & Equipment - Gross",25.1B,26.97B,27.44B,27.25B,27.86B
Buildings,5.17B,5.38B,5.52B,5.6B,5.64B
Land & Improvements,545M,592M,545M,554M,502M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,15.15B,15.89B,16.39B,16.42B,16.84B
Total Investments and Advances,5.32B,5.13B,4.91B,5.29B,5.96B
Other Long-Term Investments,7M,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.04B,5.48B,5.41B,6.75B,6.54B
Net Goodwill,2.5B,3.39B,3.45B,4.18B,4.16B
Net Other Intangibles,1.55B,2.09B,1.96B,2.57B,2.38B
Other Assets,927M,965M,1.05B,1.37B,844M
Total Assets,40.83B,44B,49.72B,56.14B,59.77B
Total Assets Growth,-,7.75%,13.01%,12.91%,6.48%
