Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,4.15B,5.44B,17.92B,15.96B,11.62B
Cash & Short Term Investments Growth,-,31.18%,229.11%,-10.91%,-27.21%
Cash Only,4.15B,5.44B,17.92B,15.96B,11.62B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.21%,2.81%,8.89%,7.84%,5.71%
Total Accounts Receivable,9.33B,15.48B,12.71B,13.37B,12.65B
Total Accounts Receivable Growth,-,65.86%,-17.91%,5.19%,-5.35%
"Accounts Receivables, Net",8.27B,12.59B,10.87B,11.01B,10.65B
"Accounts Receivables, Gross",8.46B,12.93B,11.3B,11.18B,10.81B
Bad Debt/Doubtful Accounts,(192M),(343M),(426M),(170M),(158M)
Other Receivable,1.07B,2.89B,1.84B,2.36B,2B
Accounts Receivable Turnover,6.37,4.48,5.12,5.04,6.53
Inventories,1.39B,1.65B,1.58B,1.33B,1.74B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,1.39B,1.65B,1.58B,1.33B,1.74B
Other Current Assets,635M,953M,872M,814M,1.2B
Miscellaneous Current Assets,159M,953M,872M,814M,1.2B
Total Current Assets,15.51B,23.53B,33.08B,31.47B,27.21B
"Net Property, Plant & Equipment",29.54B,31.6B,36.13B,36.86B,37.87B
"Property, Plant & Equipment - Gross",60.3B,64.02B,71.64B,74.78B,77.22B
Buildings,-,-,-,-,-
Land & Improvements,7.04B,1.17B,1.04B,1.13B,1.14B
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",49.33B,58.59B,62.11B,64.89B,67B
Accumulated Depreciation,30.76B,32.42B,35.52B,37.92B,39.36B
Total Investments and Advances,2.94B,3.38B,4.2B,4.11B,3.43B
Other Long-Term Investments,171M,455M,1.57B,1.47B,751M
Long-Term Note Receivables,1.93B,-,-,-,-
Intangible Assets,38.08B,103.51B,96.86B,95.19B,92.73B
Net Goodwill,31.27B,80.29B,77.69B,78.07B,77.9B
Net Other Intangibles,6.81B,23.22B,19.17B,17.12B,14.84B
Other Assets,10.6B,31.97B,31.28B,35.98B,42.4B
Total Assets,98.6B,193.98B,201.55B,203.61B,203.63B
Total Assets Growth,-,96.74%,3.90%,1.02%,0.01%
