Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.13B,2.28B,3.42B,3.45B,1.04B
Cash & Short Term Investments Growth,-,101.59%,49.87%,0.82%,-69.81%
Cash Only,1.13B,2.28B,3.42B,3.45B,1.04B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.09%,2.25%,3.42%,3.69%,1.15%
Total Accounts Receivable,2.28B,2.15B,2.06B,1.96B,2.12B
Total Accounts Receivable Growth,-,-5.92%,-3.87%,-5.14%,8.33%
"Accounts Receivables, Net",2.13B,1.97B,2.06B,1.96B,2.12B
"Accounts Receivables, Gross",2.15B,2.01B,2.11B,2.01B,2.17B
Bad Debt/Doubtful Accounts,(24M),(33M),(48M),(48M),(46M)
Other Receivable,152M,173M,-,-,-
Accounts Receivable Turnover,11.52,11.64,12.69,13.31,12.49
Inventories,2.67B,2.72B,2.55B,2.73B,3.65B
Finished Goods,1.81B,1.85B,1.8B,1.68B,2.08B
Work in Progress,343M,364M,268M,268M,334M
Raw Materials,510M,511M,482M,779M,1.24B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,3B,950M,2.79B,863M,1.09B
Miscellaneous Current Assets,2.6B,566M,2.44B,727M,846M
Total Current Assets,9.08B,8.1B,10.82B,8.99B,7.9B
"Net Property, Plant & Equipment",7.08B,7.6B,7.44B,7.38B,7.41B
"Property, Plant & Equipment - Gross",9.66B,10.78B,11B,11.24B,11.62B
Buildings,2.38B,2.45B,2.51B,2.51B,2.54B
Land & Improvements,218M,210M,-,207M,200M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",5.9B,6.55B,6.91B,6.96B,7.06B
Accumulated Depreciation,2.58B,3.19B,3.56B,3.87B,4.21B
Total Investments and Advances,144M,201M,300M,182M,108M
Other Long-Term Investments,144M,201M,300M,182M,108M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,85.97B,84.2B,79.76B,74.84B,73.48B
Net Goodwill,36.5B,35.55B,33.09B,31.3B,30.83B
Net Other Intangibles,49.47B,48.65B,46.67B,43.54B,42.65B
Other Assets,1.19B,1.36B,1.51B,2.01B,1.62B
Total Assets,103.46B,101.45B,99.83B,93.39B,90.51B
Total Assets Growth,-,-1.94%,-1.60%,-6.45%,-3.08%
