Item,2022,2021,2020,2019,2018
Cash Only,20.2B,20.05B,19.8B,16.6B,15.82B
Cash Growth,-,-0.73%,-1.26%,-16.15%,-4.68%
Total Investment Assets,422.53B,481.78B,494.47B,459.86B,422.8B
Investments Growth,-,14.02%,2.63%,-7.00%,-8.06%
Total Fixed Income Securities Investment,-,-,-,-,-
Bonds,-,-,-,-,-
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,-,-,-,-,-
Common Stocks,-,-,-,-,-
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,13.14B,12.22B,11.93B,10.74B,9.7B
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,-,-,-,-,-
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,17.46B,17.15B,17.87B,20.44B,19.64B
Premium Balance Growth,-,-1.79%,4.20%,14.40%,-3.91%
"Net Property, Plant & Equipment",2.5B,2.7B,2.8B,2.7B,2.6B
Investment in Unconsolidated Subs.,1.1B,901M,733M,838M,796M
Other Assets (Including Intangibles),200B,236.94B,259.48B,240.03B,225.88B
Separate & Variable Account Assets,-,-,-,-,-
Deferred Charges,-,-,-,-,-
Tangible Other Assets,-,-,-,-,-
Intangible Assets,13.7B,13.54B,13.81B,12.71B,12.52B
Total Assets,666.61B,759.71B,795.15B,740.46B,692.53B
Assets - Total - 1 Year Growth,-,13.97%,4.66%,-6.88%,-6.47%
Return On Average Assets,-,-,-,-,0.36%
