Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,539M,442M,303M,270M,427M
Cash & Short Term Investments Growth,-,-18.00%,-31.45%,-10.89%,58.15%
Cash Only,539M,442M,303M,270M,427M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.71%,2.89%,1.73%,1.51%,2.38%
Total Accounts Receivable,2.16B,2.26B,2.24B,2.21B,2.28B
Total Accounts Receivable Growth,-,4.57%,-1.24%,-1.25%,3.31%
"Accounts Receivables, Net",2B,2.08B,2.08B,2.04B,2.09B
"Accounts Receivables, Gross",2.05B,2.13B,2.13B,2.09B,2.16B
Bad Debt/Doubtful Accounts,(53M),(49M),(50M),(55M),(64M)
Other Receivable,167M,181M,153M,170M,189M
Accounts Receivable Turnover,8.54,8.15,8.56,8.81,8.85
Inventories,1.81B,1.79B,1.9B,2.24B,2.27B
Finished Goods,1.15B,1.15B,1.2B,1.44B,1.39B
Work in Progress,214M,206M,189M,242M,246M
Raw Materials,362M,321M,394M,493M,572M
Progress Payments & Other,84M,116M,118M,62M,63M
Other Current Assets,525M,562M,733M,849M,753M
Miscellaneous Current Assets,525M,562M,733M,849M,753M
Total Current Assets,5.04B,5.06B,5.17B,5.57B,5.73B
"Net Property, Plant & Equipment",7.16B,7.85B,8.58B,8.59B,8.36B
"Property, Plant & Equipment - Gross",17.71B,18.24B,18.87B,19.02B,19.02B
Buildings,2.79B,2.88B,2.93B,2.99B,3.06B
Land & Improvements,169M,165M,174M,169M,156M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,10.56B,10.39B,10.29B,10.43B,10.66B
Total Investments and Advances,224M,268M,300M,290M,238M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.47B,1.47B,2.73B,2.65B,2.93B
Net Goodwill,1.47B,1.47B,1.9B,1.84B,2.07B
Net Other Intangibles,-,-,832M,810M,851M
Other Assets,620M,645M,740M,747M,718M
Total Assets,14.52B,15.28B,17.52B,17.84B,17.97B
Total Assets Growth,-,5.27%,14.66%,1.79%,0.75%
