Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,-,449M,315M,576M,528M
Cash & Short Term Investments Growth,-,-,-29.84%,82.86%,-8.33%
Cash Only,-,449M,315M,576M,528M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,-,0.92%,0.65%,1.20%,1.13%
Total Accounts Receivable,-,3.75B,1.84B,2.42B,3.32B
Total Accounts Receivable Growth,-,-,-50.89%,31.50%,36.97%
"Accounts Receivables, Net",-,3.02B,1.37B,1.72B,2.59B
"Accounts Receivables, Gross",-,3.02B,1.37B,1.72B,2.59B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,729M,473M,697M,731M
Accounts Receivable Turnover,-,5.05,9.56,8.12,7.37
Inventories,-,1.26B,1.21B,1.29B,1.51B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,1.26B,1.21B,1.29B,1.51B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,-,1.62B,3.58B,3.7B,4.01B
Miscellaneous Current Assets,-,1.62B,3.58B,3.7B,4.01B
Total Current Assets,-,7.08B,6.95B,7.98B,9.36B
"Net Property, Plant & Equipment",-,24.19B,22.21B,19.61B,19.82B
"Property, Plant & Equipment - Gross",-,36.21B,35.58B,35.49B,36.55B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,35.51B,35.13B,35.09B,35.92B
Accumulated Depreciation,-,12.02B,13.37B,15.87B,16.73B
Total Investments and Advances,-,743M,739M,1.12B,1.46B
Other Long-Term Investments,-,743M,739M,1.12B,1.46B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,47M,47M,-,-
Net Goodwill,-,47M,47M,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,-,16.92B,18.14B,19.34B,16.22B
Total Assets,-,49B,48.09B,48.09B,46.91B
Total Assets Growth,-,-,-1.84%,-0.02%,-2.45%
