Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.86B,2.25B,1.73B,1.21B,617M
Cash & Short Term Investments Growth,-,21.06%,-23.39%,-29.72%,-49.13%
Cash Only,1.86B,2.25B,1.72B,1.21B,558M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,19.78%,25.36%,19.33%,13.98%,6.90%
Total Accounts Receivable,1.18B,989M,1.12B,1.16B,1.53B
Total Accounts Receivable Growth,-,-16.47%,12.74%,3.86%,32.30%
"Accounts Receivables, Net",1.18B,989M,1.12B,1.16B,1.53B
"Accounts Receivables, Gross",1.19B,993M,1.12B,1.16B,1.54B
Bad Debt/Doubtful Accounts,(4M),(4M),(5M),(4M),(4M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,9.45,10.51,9.43,9.22,7.61
Inventories,1.05B,970M,1.14B,1.2B,1.57B
Finished Goods,377M,417M,378M,386M,550M
Work in Progress,347M,217M,313M,443M,414M
Raw Materials,329M,336M,451M,375M,601M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,212M,151M,131M,204M,319M
Miscellaneous Current Assets,212M,151M,131M,204M,319M
Total Current Assets,4.31B,4.36B,4.11B,3.78B,4.03B
"Net Property, Plant & Equipment",1.79B,1.87B,2.23B,2.28B,2.33B
"Property, Plant & Equipment - Gross",9.53B,9.84B,10.32B,10.48B,10.75B
Buildings,1.81B,1.8B,1.85B,1.88B,1.89B
Land & Improvements,55M,48M,48M,47M,47M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,7.73B,7.97B,8.08B,8.2B,8.42B
Total Investments and Advances,1.39B,121M,153M,18M,23M
Other Long-Term Investments,1.39B,121M,153M,18M,23M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.43B,1.35B,1.3B,1.27B,1.25B
Net Goodwill,1.24B,1.24B,1.24B,1.24B,1.24B
Net Other Intangibles,188M,111M,58M,29M,9M
Other Assets,73M,70M,16M,217M,177M
Total Assets,9.41B,8.89B,8.93B,8.68B,8.94B
Total Assets Growth,-,-5.58%,0.51%,-2.86%,3.10%
