Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.02B,2B,2.12B,2.78B,2.6B
Cash & Short Term Investments Growth,-,-1.00%,5.92%,31.18%,-6.41%
Cash Only,1.32B,596M,1.62B,2.58B,1.87B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,32.87%,33.64%,29.09%,35.22%,33.66%
Total Accounts Receivable,635.1M,607.1M,415.4M,571.9M,542.8M
Total Accounts Receivable Growth,-,-4.41%,-31.58%,37.67%,-5.09%
"Accounts Receivables, Net",421.4M,398.1M,277.1M,451.5M,405.4M
"Accounts Receivables, Gross",647.9M,598.5M,555.1M,674M,620.1M
Bad Debt/Doubtful Accounts,(226.5M),(200.4M),(278M),(222.5M),(214.7M)
Other Receivable,213.7M,209M,138.3M,120.4M,137.4M
Accounts Receivable Turnover,9.73,10.40,14.83,7.70,11.46
Inventories,761.3M,817.8M,736.2M,759M,977.3M
Finished Goods,761.3M,817.8M,736.2M,759M,977.3M
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,132.5M,170.5M,105.9M,99.1M,97.2M
Miscellaneous Current Assets,68.8M,103.1M,65.9M,57.9M,59.8M
Total Current Assets,3.55B,3.59B,3.38B,4.21B,4.22B
"Net Property, Plant & Equipment",1.19B,1.04B,2.49B,2.25B,2.08B
"Property, Plant & Equipment - Gross",3.38B,3.14B,4.62B,4.55B,4.33B
Buildings,460.5M,387.8M,309M,492.8M,480.4M
Land & Improvements,16.8M,15.3M,15.3M,15.3M,15.3M
Computer Software and Equipment,578.4M,534M,543.3M,555.2M,532.1M
"Other Property, Plant & Equipment",1.85B,1.8B,1.82B,1.82B,1.76B
Accumulated Depreciation,2.19B,2.1B,2.13B,2.29B,2.25B
Total Investments and Advances,121.6M,87.6M,56.6M,17.7M,42.3M
Other Long-Term Investments,121.6M,87.6M,56.6M,17.7M,42.3M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.14B,1.08B,1.06B,1.06B,1.01B
Net Goodwill,950.5M,919.6M,915.5M,934.6M,908.7M
Net Other Intangibles,188M,163.7M,141M,121.1M,102.9M
Other Assets,61.9M,70.9M,55.3M,68.7M,68.9M
Total Assets,6.14B,5.94B,7.28B,7.89B,7.72B
Total Assets Growth,-,-3.26%,22.50%,8.35%,-2.06%
