Item,2019,2020,2021,2022,2023
Cash & Short Term Investments,1.78B,2.13B,7.9B,2.34B,2.76B
Cash & Short Term Investments Growth,-,19.97%,270.14%,-70.32%,17.67%
Cash Only,1.78B,2.13B,7.9B,2.34B,2.76B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.04%,4.16%,11.19%,3.26%,3.61%
Total Accounts Receivable,1.94B,2.11B,2.99B,3.43B,3.32B
Total Accounts Receivable Growth,-,8.78%,42.07%,14.51%,-3.18%
"Accounts Receivables, Net",1.64B,1.74B,2.55B,2.9B,2.82B
"Accounts Receivables, Gross",1.64B,1.74B,2.55B,2.9B,2.82B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,296M,368M,442M,525M,495M
Accounts Receivable Turnover,55.89,52.34,44.15,44.12,47.45
Inventories,13.93B,14.53B,16.63B,22.07B,24.89B
Finished Goods,13.93B,14.53B,16.63B,22.07B,24.89B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,890M,1.04B,963M,1.22B,1.51B
Miscellaneous Current Assets,890M,1.04B,963M,1.22B,1.51B
Total Current Assets,18.53B,19.81B,28.48B,29.06B,32.47B
"Net Property, Plant & Equipment",22.38B,28.37B,30.67B,31.17B,32.57B
"Property, Plant & Equipment - Gross",42.94B,50.46B,54.76B,57.3B,59.22B
Buildings,18.2B,18.43B,18.84B,19.17B,19.43B
Land & Improvements,8.36B,8.39B,8.54B,8.62B,8.72B
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",14.17B,15.46B,17.04B,18.46B,18.69B
Accumulated Depreciation,20.56B,22.09B,24.1B,26.13B,26.64B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.25B,2.25B,7.13B,10.95B,10.77B
Net Goodwill,2.25B,2.25B,7.13B,7.45B,7.44B
Net Other Intangibles,-,-,-,3.5B,3.32B
Other Assets,726M,668M,4.01B,358M,316M
Total Assets,44B,51.24B,70.58B,71.88B,76.45B
Total Assets Growth,-,16.44%,37.76%,1.83%,6.36%
