Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,4.66B,4.24B,2.1B,1.87B,6.31B
Cash & Short Term Investments Growth,-,-8.99%,-50.54%,-10.87%,237.49%
Cash Only,4.66B,4.24B,2.1B,1.87B,6.31B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,20.67%,18.29%,10.08%,9.32%,28.64%
Total Accounts Receivable,726M,844M,252M,202M,267M
Total Accounts Receivable Growth,-,16.25%,-70.14%,-19.84%,32.18%
"Accounts Receivables, Net",685M,844M,252M,202M,267M
"Accounts Receivables, Gross",1.01B,1.13B,507M,434M,484M
Bad Debt/Doubtful Accounts,(324M),(282M),(255M),(232M),(217M)
Other Receivable,41M,-,-,-,-
Accounts Receivable Turnover,18.91,16.28,11.67,20.96,15.39
Inventories,35M,37M,22M,22M,28M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,144M,182M,3.34B,3.42B,138M
Miscellaneous Current Assets,144M,182M,3.34B,3.42B,138M
Total Current Assets,5.57B,5.31B,5.71B,5.51B,6.74B
"Net Property, Plant & Equipment",15.15B,15.03B,12.31B,11.87B,11.47B
"Property, Plant & Equipment - Gross",24.41B,25.05B,20.94B,21.31B,21.73B
Buildings,17.86B,17.66B,14.24B,14.84B,15.49B
Land & Improvements,651M,650M,452M,449M,450M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",4.26B,4.52B,3.8B,3.99B,4.16B
Accumulated Depreciation,9.26B,10.02B,8.63B,9.44B,10.25B
Total Investments and Advances,15M,34M,-,-,125M
Other Long-Term Investments,15M,34M,-,-,125M
Long-Term Note Receivables,-,-,-,-,1.17B
Intangible Assets,72M,42M,25M,19M,64M
Net Goodwill,-,-,-,-,-
Net Other Intangibles,72M,42M,25M,19M,64M
Other Assets,1.37B,2.5B,2.45B,2.36B,2.34B
Total Assets,22.55B,23.2B,20.81B,20.06B,22.04B
Total Assets Growth,-,2.89%,-10.31%,-3.59%,9.87%
