Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,6.49B,4.83B,8.66B,9.32B,7.42B
Cash & Short Term Investments Growth,-,-25.57%,79.42%,7.61%,-20.45%
Cash Only,6.49B,4.83B,8.66B,9.32B,7.42B
Total Short-Term Investments,-,-,-,-,-
Short-Term Receivables,3.51B,4.11B,4.45B,5.72B,5.56B
Short Term Receivables Growth,-,17.20%,8.23%,28.74%,-2.80%
Investment Securities,-,-,-,-,-
Investment Securities Growth,-,-,-,-,-
Securities in Custody,-,-,-,-,-
Securities in Custody Growth,-,-,-,-,-
Other Investments,3.33B,4.04B,5.23B,4.03B,4.04B
"Net Property, Plant & Equipments",643M,1.38B,1.33B,2.38B,2.55B
Other Assets (Including Intangibles),144.27B,152.62B,155.93B,129.25B,95.93B
Other Assets,112.91B,119.69B,123.12B,95.45B,62.29B
Intangible Assets,31.37B,32.93B,32.81B,33.8B,33.64B
Total Assets,159.57B,168.62B,176.98B,152.65B,117.63B
Total Assets Growth,-,5.67%,4.96%,-13.75%,-22.94%
Return On Average Assets,-,-,-,-,3.83%
