Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.03B,1.05B,974.8M,1.02B,586.3M
Cash & Short Term Investments Growth,-,2.65%,-7.57%,4.65%,-42.53%
Cash Only,733.3M,851.3M,566.7M,882.9M,566M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,21.28%,21.79%,19.09%,11.87%,6.61%
Total Accounts Receivable,655.8M,465.3M,393.6M,756.2M,1.09B
Total Accounts Receivable Growth,-,-29.05%,-15.41%,92.12%,44.67%
"Accounts Receivables, Net",655.8M,465.3M,393.6M,756.2M,1.09B
"Accounts Receivables, Gross",656.3M,466.1M,394.2M,756.9M,1.09B
Bad Debt/Doubtful Accounts,(500K),(800K),(600K),(700K),(800K)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.90,7.26,8.53,6.76,5.01
Inventories,490.2M,609.7M,806M,885M,1.21B
Finished Goods,129.3M,249.1M,201.8M,226.9M,325.5M
Work in Progress,340.7M,336.2M,566.4M,595.9M,805.3M
Raw Materials,20.2M,24.4M,37.8M,62.2M,81.3M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,88.8M,105M,143.2M,204.1M,337.5M
Miscellaneous Current Assets,88.8M,105M,143.2M,204.1M,95.2M
Total Current Assets,2.26B,2.23B,2.32B,2.87B,3.23B
"Net Property, Plant & Equipment",1.14B,1.21B,1.42B,1.67B,1.83B
"Property, Plant & Equipment - Gross",2.55B,2.88B,3.35B,3.88B,4.33B
Buildings,238M,354.4M,424.8M,470.7M,555.6M
Land & Improvements,11.6M,11.7M,11.8M,11.9M,11.9M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",31.5M,33.8M,46.5M,60.2M,70.1M
Accumulated Depreciation,1.41B,1.68B,1.93B,2.21B,2.51B
Total Investments and Advances,22.8M,27.6M,5.2M,7.1M,500K
Other Long-Term Investments,22.8M,27.6M,5.2M,7.1M,500K
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.33B,1.3B,1.24B,3.88B,3.62B
Net Goodwill,1.19B,1.19B,1.19B,2.18B,2.18B
Net Other Intangibles,143.7M,107.9M,53.5M,1.7B,1.44B
Other Assets,33M,33.3M,67.9M,55.7M,141.5M
Total Assets,4.83B,4.84B,5.11B,8.59B,8.87B
Total Assets Growth,-,0.22%,5.52%,68.22%,3.30%
