Item,2018,2019,2020,2021,2022
Cash Only,2.34B,4.05B,4.67B,3.39B,5.06B
Cash Growth,-,73.03%,15.27%,-27.37%,49.12%
Total Investment Assets,10.44B,11.38B,13.77B,13.97B,14.26B
Investments Growth,-,9.02%,20.99%,1.50%,2.07%
Total Fixed Income Securities Investment,20.87B,22.74B,25.9B,25.9B,28.51B
Bonds,20.87B,22.74B,25.9B,25.9B,28.51B
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,-,7M,815M,815M,7M
Common Stocks,-,7M,815M,815M,7M
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,-,-,-,-,-
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,(10.44B),(11.37B),(12.95B),(12.75B),(14.25B)
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,1.02B,1.06B,1.14B,1.81B,1.67B
Premium Balance Growth,-,4.04%,7.77%,59.40%,-7.72%
"Net Property, Plant & Equipment",1.74B,2.37B,2.81B,3.75B,3.74B
Investment in Unconsolidated Subs.,1.05B,1.06B,1.17B,141M,749M
Other Assets (Including Intangibles),8.52B,8.89B,11.22B,21.1B,17.39B
Separate & Variable Account Assets,-,-,-,-,-
Deferred Charges,36M,-,-,-,-
Tangible Other Assets,4.34B,4.79B,6.44B,7.37B,6.49B
Intangible Assets,4.14B,4.11B,4.78B,13.73B,10.91B
Total Assets,25.34B,29.04B,35.08B,44.75B,43.73B
Assets - Total - 1 Year Growth,-,14.60%,20.78%,27.57%,-2.29%
Return On Average Assets,-,-,-,-,6.34%
