Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,3.33B,1.13B,1.21B,1.15B,794M
Cash & Short Term Investments Growth,-,-65.96%,6.61%,-5.13%,-30.78%
Cash Only,3.33B,209M,1.21B,1.15B,794M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.21%,1.51%,1.64%,1.58%,1.13%
Total Accounts Receivable,1.54B,1.37B,1.29B,1.61B,1.84B
Total Accounts Receivable Growth,-,-10.75%,-5.62%,24.59%,14.21%
"Accounts Receivables, Net",1.51B,1.37B,1.29B,1.61B,1.84B
"Accounts Receivables, Gross",1.56B,1.38B,1.32B,1.61B,1.84B
Bad Debt/Doubtful Accounts,(48M),(9M),(26M),(1M),-
Other Receivable,23M,-,-,-,-
Accounts Receivable Turnover,9.30,9.61,8.88,10.88,10.63
Inventories,385M,371M,348M,562M,634M
Finished Goods,385M,371M,348M,562M,634M
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,471M,363M,353M,509M,535M
Miscellaneous Current Assets,471M,363M,353M,509M,535M
Total Current Assets,5.72B,3.24B,3.2B,3.83B,3.8B
"Net Property, Plant & Equipment",37.9B,36.75B,36.14B,35.97B,35.89B
"Property, Plant & Equipment - Gross",53.26B,53.7B,53.96B,54.76B,56.3B
Buildings,-,-,-,-,-
Land & Improvements,1.38B,1.36B,1.4B,1.72B,1.74B
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",5.45B,5.36B,5.19B,5.36B,5.62B
Accumulated Depreciation,15.36B,16.95B,17.82B,18.79B,20.41B
Total Investments and Advances,7.77B,8.14B,8.66B,7.87B,7.72B
Other Long-Term Investments,291M,376M,746M,294M,68M
Long-Term Note Receivables,10M,-,-,-,-
Intangible Assets,24.85B,24.13B,22.3B,21.59B,21.77B
Net Goodwill,21.97B,21.45B,19.85B,19.91B,19.97B
Net Other Intangibles,2.88B,2.68B,2.45B,1.68B,1.81B
Other Assets,1.05B,1.05B,1.13B,1.04B,894M
Total Assets,79.18B,75B,73.51B,72.37B,70.08B
Total Assets Growth,-,-5.28%,-1.99%,-1.55%,-3.16%
