Item,2018,2019,2020,2021,2022
Sales/Revenue,4.83B,2.46B,2.49B,2.55B,2.8B
Sales Growth,-,-49.19%,1.38%,2.45%,9.60%
Cost of Goods Sold (COGS) incl. D&A,1.25B,535M,472M,436M,493M
COGS Growth,-,-57.27%,-11.78%,-7.63%,13.07%
COGS excluding D&A,612M,286M,201M,264M,333M
Depreciation & Amortization Expense,640M,249M,271M,172M,160M
Depreciation,420M,139M,162M,67M,36M
Amortization of Intangibles,220M,110M,109M,105M,124M
Gross Income,3.58B,1.92B,2.02B,2.12B,2.3B
Gross Income Growth,-,-46.37%,5.05%,4.81%,8.89%
Gross Profit Margin,-,-,-,-,82.37%
SG&A Expense,3.06B,1.54B,1.4B,1.06B,1.27B
SGA Growth,-,-49.66%,-9.40%,-24.27%,19.75%
Research & Development,956M,420M,328M,267M,253M
Other SG&A,2.11B,1.12B,1.07B,791M,1.01B
Other Operating Expense,-,-,-,-,-
Unusual Expense,470M,258M,288M,126M,41M
EBIT after Unusual Expense,49M,(258M),333M,931M,995M
Non Operating Income/Expense,646M,39M,633M,81M,173M
Non-Operating Interest Income,24M,42M,80M,4M,-
Equity in Affiliates (Pretax),(26M),(101M),(31M),-,-
Interest Expense,256M,208M,196M,144M,126M
Interest Expense Growth,-,-18.75%,-5.77%,-26.53%,-12.50%
Gross Interest Expense,256M,208M,196M,144M,126M
Interest Capitalized,-,-,-,-,-
Pretax Income,437M,(107M),819M,872M,1.04B
Pretax Income Growth,-,-124.49%,865.42%,6.47%,19.50%
Pretax Margin,-,-,-,-,37.27%
Income Tax,(690M),3M,241M,176M,206M
Income Tax - Current Domestic,1.05B,62M,241M,169M,267M
Income Tax - Current Foreign,107M,(14M),3M,(13M),20M
Income Tax - Deferred Domestic,(1.82B),(38M),(20M),(11M),(48M)
Income Tax - Deferred Foreign,(33M),(7M),17M,31M,(33M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.13B,(110M),578M,696M,836M
Minority Interest Expense,-,-,-,-,-
Net Income,1.13B,(110M),578M,696M,836M
Net Income Growth,-,-109.76%,625.45%,20.42%,20.11%
Net Margin Growth,-,-,-,-,29.90%
Extraordinaries & Discontinued Operations,11M,141M,3.31B,(142M),-
Extra Items & Gain/Loss Sale Of Assets,-,-,3.31B,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,11M,141M,(3M),(142M),-
Net Income After Extraordinaries,1.14B,31M,3.89B,554M,836M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.14B,31M,575M,554M,836M
EPS (Basic),1.85,0.05,0.94,0.94,1.44
EPS (Basic) Growth,-,-97.34%,"1,804.28%",0.60%,52.98%
Basic Shares Outstanding,616M,632M,615M,589M,581M
EPS (Diluted),1.7,0.05,0.89,0.92,1.41
EPS (Diluted) Growth,-,-97.12%,"1,721.18%",3.25%,53.21%
Diluted Shares Outstanding,668M,632M,643M,600M,591M
EBITDA,1.16B,628M,892M,1.23B,1.2B
EBITDA Growth,-,-45.82%,42.04%,37.78%,-2.69%
EBITDA Margin,-,-,-,-,42.78%
