Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,3.1B,3.83B,6.85B,7.25B,7.1B
Cash & Short Term Investments Growth,-,23.57%,78.86%,5.89%,-2.08%
Cash Only,3.1B,3.83B,6.85B,7.25B,7.1B
Total Short-Term Investments,-,-,-,-,-
Short-Term Receivables,6.19B,7.21B,7.84B,16.22B,15.8B
Short Term Receivables Growth,-,16.57%,8.67%,107.05%,-2.61%
Investment Securities,-,-,-,-,-
Investment Securities Growth,-,-,-,-,-
Securities in Custody,-,-,-,-,-
Securities in Custody Growth,-,-,-,-,-
Other Investments,34.85B,36.39B,40.09B,43.44B,49.2B
"Net Property, Plant & Equipments",635M,825M,817M,919M,926M
Other Assets (Including Intangibles),85.57B,96.4B,102.35B,104.14B,80.82B
Other Assets,84.23B,95.05B,101B,101.57B,78.33B
Intangible Assets,1.34B,1.35B,1.35B,2.57B,2.49B
Total Assets,137.22B,151.83B,165.88B,177.62B,160.32B
Total Assets Growth,-,10.65%,9.26%,7.08%,-9.74%
Return On Average Assets,-,-,-,-,1.52%
