Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,316M,225M,877M,1.39B,507M
Cash & Short Term Investments Growth,-,-28.80%,289.78%,58.84%,-63.60%
Cash Only,316M,225M,877M,1.39B,507M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.33%,0.90%,3.55%,5.45%,2.04%
Total Accounts Receivable,2.13B,2.4B,1.77B,1.98B,2.57B
Total Accounts Receivable Growth,-,12.28%,-26.18%,12.10%,29.72%
"Accounts Receivables, Net",2.13B,2.4B,1.77B,1.98B,2.57B
"Accounts Receivables, Gross",2.2B,2.47B,1.98B,2.17B,2.76B
Bad Debt/Doubtful Accounts,(66M),(76M),(207M),(187M),(191M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,9.73,8.76,6.02,6.99,8.08
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,257M,507M,180M,251M,235M
Miscellaneous Current Assets,257M,507M,180M,251M,235M
Total Current Assets,2.71B,3.13B,2.83B,3.63B,3.31B
"Net Property, Plant & Equipment",1.96B,2.79B,2.27B,2.57B,2.57B
"Property, Plant & Equipment - Gross",3.47B,4.09B,3.15B,3.42B,3.45B
Buildings,1.28B,1.1B,1.05B,985M,1.09B
Land & Improvements,591M,684M,688M,686M,688M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",1.44B,1.23B,640M,545M,649M
Accumulated Depreciation,1.52B,1.3B,888M,850M,874M
Total Investments and Advances,732M,577M,422M,387M,335M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,125M,117M,159M,144M,152M
Intangible Assets,17.42B,17.69B,18.16B,18B,17.62B
Net Goodwill,9.04B,9.05B,9.18B,9.07B,8.87B
Net Other Intangibles,8.38B,8.64B,8.99B,8.93B,8.75B
Other Assets,587M,595M,616M,604M,584M
Total Assets,23.7B,25.05B,24.7B,25.55B,24.82B
Total Assets Growth,-,5.72%,-1.40%,3.45%,-2.89%
