Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.72B,2.74B,7.05B,3.87B,3.28B
Cash & Short Term Investments Growth,-,59.67%,157.30%,-45.11%,-15.22%
Cash Only,1.46B,2.12B,6.44B,2.56B,2.8B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,33.42%,43.61%,64.50%,24.94%,11.83%
Total Accounts Receivable,137M,152M,161M,514M,1.05B
Total Accounts Receivable Growth,-,10.95%,5.92%,219.25%,103.89%
"Accounts Receivables, Net",98M,87M,149M,391M,446M
"Accounts Receivables, Gross",103M,90M,161M,487M,477M
Bad Debt/Doubtful Accounts,(5M),(3M),(12M),(96M),(31M)
Other Receivable,39M,65M,12M,123M,602M
Accounts Receivable Turnover,43.98,44.63,47.70,18.74,12.14
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,569M,702M,769M,773M,718M
Miscellaneous Current Assets,569M,702M,769M,773M,718M
Total Current Assets,2.42B,3.59B,7.98B,5.16B,5.05B
"Net Property, Plant & Equipment",812M,780M,960M,1.16B,1.44B
"Property, Plant & Equipment - Gross",2.19B,2.16B,2.25B,2.5B,2.88B
Buildings,363M,368M,372M,375M,378M
Land & Improvements,79M,79M,79M,79M,79M
Computer Software and Equipment,812M,860M,870M,899M,911M
"Other Property, Plant & Equipment",413M,368M,391M,446M,467M
Accumulated Depreciation,1.38B,1.38B,1.29B,1.34B,1.44B
Total Investments and Advances,13M,13M,19M,43M,98M
Other Long-Term Investments,13M,13M,19M,43M,98M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.67B,1.71B,1.68B,8.87B,20.8B
Net Goodwill,1.61B,1.66B,1.65B,5.61B,13.74B
Net Other Intangibles,61M,54M,28M,3.25B,7.06B
Other Assets,213M,186M,225M,283M,344M
Total Assets,5.13B,6.28B,10.93B,15.52B,27.73B
Total Assets Growth,-,22.38%,73.98%,41.94%,78.74%
