Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,3.04B,3.09B,4.36B,6.8B,29.67B
Cash & Short Term Investments Growth,-,1.55%,41.28%,55.87%,336.12%
Cash Only,3.04B,3.09B,4.36B,6.8B,29.67B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.88%,0.85%,1.31%,2.01%,8.04%
Total Accounts Receivable,24.7B,26.97B,20.58B,32.38B,41.75B
Total Accounts Receivable Growth,-,9.17%,-23.68%,57.34%,28.92%
"Accounts Receivables, Net",19.64B,21.1B,16.34B,26.88B,32.84B
"Accounts Receivables, Gross",20.04B,21.51B,16.81B,27.42B,33.41B
Bad Debt/Doubtful Accounts,(400M),(405M),(474M),(540M),(570M)
Other Receivable,5.06B,5.87B,4.24B,5.5B,8.91B
Accounts Receivable Turnover,11.30,9.49,8.66,8.66,9.59
Inventories,18.96B,18.53B,18.85B,18.78B,24.44B
Finished Goods,14.8B,14.01B,14.17B,14.52B,20.43B
Work in Progress,-,-,-,-,-
Raw Materials,4.16B,4.52B,4.68B,4.26B,4B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.27B,1.47B,1.1B,1.19B,1.78B
Miscellaneous Current Assets,1.27B,1.47B,1.1B,1.19B,1.78B
Total Current Assets,47.97B,50.05B,44.89B,59.15B,97.63B
"Net Property, Plant & Equipment",247.1B,259.65B,233.63B,216.55B,204.69B
"Property, Plant & Equipment - Gross",477.19B,493.34B,511.4B,495.06B,472.69B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",477.19B,484.71B,503.13B,492.65B,470.6B
Accumulated Depreciation,230.09B,233.68B,277.77B,278.51B,268B
Total Investments and Advances,40.79B,43.16B,43.52B,45.2B,49.79B
Other Long-Term Investments,5.8B,5.33B,4.93B,5.64B,7.22B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,7.12B,6.46B,6.55B,18.02B,16.95B
Total Assets,346.2B,362.6B,332.75B,338.92B,369.07B
Total Assets Growth,-,4.74%,-8.23%,1.86%,8.89%
