Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,855.2M,526.9M,582.1M,777.8M,743.6M
Cash & Short Term Investments Growth,-,-38.39%,10.48%,33.62%,-4.40%
Cash Only,855.2M,526.9M,582.1M,777.8M,743.6M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.25%,2.73%,2.94%,3.53%,3.18%
Total Accounts Receivable,987.7M,983.4M,1.06B,1.66B,1.89B
Total Accounts Receivable Growth,-,-0.44%,8.04%,56.05%,13.95%
"Accounts Receivables, Net",702.4M,645.8M,732.1M,1.34B,1.49B
"Accounts Receivables, Gross",703.7M,649.3M,732.5M,1.34B,1.49B
Bad Debt/Doubtful Accounts,(1.3M),(3.5M),(400K),(500K),(900K)
Other Receivable,285.3M,337.6M,330.4M,313.8M,397.8M
Accounts Receivable Turnover,9.71,9.06,8.17,7.45,10.12
Inventories,2.27B,2.08B,1.74B,2.74B,3.54B
Finished Goods,1.34B,1.22B,868.2M,1.53B,2.16B
Work in Progress,625.5M,618.4M,634.5M,741.1M,844.8M
Raw Materials,261.6M,190.8M,213.5M,434.6M,355.8M
Progress Payments & Other,39.3M,47.9M,23M,31.4M,184.2M
Other Current Assets,123.9M,131.5M,137.4M,148.1M,380.6M
Miscellaneous Current Assets,37.1M,20.8M,57M,40.8M,143.2M
Total Current Assets,4.24B,3.72B,3.52B,5.33B,6.56B
"Net Property, Plant & Equipment",11.75B,11.88B,12.03B,12.6B,12.86B
"Property, Plant & Equipment - Gross",18.68B,19.17B,20.13B,20.83B,21.81B
Buildings,2.76B,3.11B,3.31B,3.45B,3.52B
Land & Improvements,321.5M,340.3M,325.7M,341.6M,345.6M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",4.48B,4.98B,5.04B,5.79B,6.02B
Accumulated Depreciation,6.93B,7.29B,8.11B,8.24B,8.94B
Total Investments and Advances,1.47B,1.46B,1.42B,1.43B,1.56B
Other Long-Term Investments,648.1M,697.1M,746.6M,740M,676.5M
Long-Term Note Receivables,91.7M,81.6M,52.6M,41.5M,26.9M
Intangible Assets,1.71B,1.16B,1.17B,1.17B,1.15B
Net Goodwill,1.71B,1.16B,1.17B,1.17B,1.12B
Net Other Intangibles,-,-,-,-,32.9M
Other Assets,518M,483.6M,416.5M,473M,477.4M
Total Assets,20.12B,19.3B,19.79B,22.04B,23.39B
Total Assets Growth,-,-4.08%,2.55%,11.35%,6.12%
