Item,2018,2019,2020,2021,2022
Cash Only,656.1M,808.04M,801.65M,1.44B,1.4B
Cash Growth,-,23.16%,-0.79%,79.74%,-2.97%
Total Investment Assets,17.78B,19.94B,24.66B,28.23B,28.47B
Investments Growth,-,12.17%,23.67%,14.49%,0.86%
Total Fixed Income Securities Investment,15.47B,17.25B,21.18B,23.49B,24.11B
Bonds,15.47B,17.25B,21.18B,23.49B,24.11B
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,716.64M,931.46M,1.47B,1.83B,281M
Common Stocks,716.64M,931.46M,1.47B,1.83B,281M
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,-,-,-,-,-
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,1.59B,1.76B,2.01B,2.92B,4.09B
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,2.18B,2.26B,2.68B,3.29B,3.62B
Premium Balance Growth,-,3.48%,18.66%,22.87%,9.88%
"Net Property, Plant & Equipment",-,161.44M,149.13M,138.94M,128M
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),2B,1.95B,2.01B,2.51B,3.5B
Separate & Variable Account Assets,-,-,-,-,-
Deferred Charges,511.57M,581.86M,622.05M,872.29M,963M
Tangible Other Assets,1.49B,1.36B,1.39B,1.64B,2.53B
Intangible Assets,-,-,-,-,-
Total Assets,22.62B,25.11B,30.3B,35.62B,37.12B
Assets - Total - 1 Year Growth,-,11.03%,20.67%,17.53%,4.21%
Return On Average Assets,-,-,-,-,1.62%
