Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,67.26B,37.83B,43.06B,46.55B,21.9B
Cash & Short Term Investments Growth,-,-43.76%,13.83%,8.12%,-52.95%
Cash Only,21.62B,20.51B,37.24B,30.1B,21.38B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,48.79%,34.80%,37.30%,35.51%,20.04%
Total Accounts Receivable,5.94B,5.91B,6.33B,6.21B,6.74B
Total Accounts Receivable Growth,-,-0.47%,7.09%,-1.93%,8.65%
"Accounts Receivables, Net",5.14B,5.13B,5.55B,5.41B,5.95B
"Accounts Receivables, Gross",5.51B,5.51B,5.96B,5.6B,6.32B
Bad Debt/Doubtful Accounts,(370M),(371M),(409M),(192M),(362M)
Other Receivable,802M,776M,778M,798M,791M
Accounts Receivable Turnover,6.63,6.68,6.17,6.52,6.29
Inventories,398M,320M,211M,142M,314M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.56B,2.33B,2.54B,2.66B,2.67B
Miscellaneous Current Assets,2.56B,2.33B,2.54B,2.66B,2.67B
Total Current Assets,76.16B,46.39B,52.14B,55.57B,31.63B
"Net Property, Plant & Equipment",5.9B,6.25B,8.24B,9.65B,13.22B
"Property, Plant & Equipment - Gross",11.81B,13.08B,15.83B,18.4B,23.17B
Buildings,3.89B,4.25B,4.39B,4.73B,4.73B
Land & Improvements,868M,896M,885M,871M,1.17B
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",6.82B,7.77B,8.27B,9.96B,13.27B
Accumulated Depreciation,5.91B,6.82B,7.58B,8.75B,9.96B
Total Investments and Advances,24M,5M,29M,73M,-
Other Long-Term Investments,24M,5M,29M,73M,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,50.43B,49.06B,47.51B,46.37B,45.25B
Net Goodwill,43.76B,43.78B,43.77B,43.94B,43.81B
Net Other Intangibles,6.67B,5.28B,3.74B,2.43B,1.44B
Other Assets,3.95B,4.31B,4.27B,5.82B,6.42B
Total Assets,137.85B,108.71B,115.44B,131.11B,109.3B
Total Assets Growth,-,-21.14%,6.19%,13.57%,-16.64%
