Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.03B,1.64B,1.52B,2.24B,1.82B
Cash & Short Term Investments Growth,-,-19.22%,-7.67%,47.40%,-18.52%
Cash Only,2.03B,1.64B,1.52B,2.24B,1.82B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.44%,10.46%,10.64%,13.33%,10.58%
Total Accounts Receivable,1.66B,1.59B,1.27B,1.55B,1.57B
Total Accounts Receivable Growth,-,-4.09%,-20.34%,22.38%,0.77%
"Accounts Receivables, Net",1.61B,1.54B,1.2B,1.5B,1.5B
"Accounts Receivables, Gross",1.83B,1.59B,1.28B,1.57B,1.57B
Bad Debt/Doubtful Accounts,(217M),(46M),(73M),(71M),(67M)
Other Receivable,49M,49M,66M,55M,63M
Accounts Receivable Turnover,5.43,6.32,7.10,6.03,6.64
Inventories,376M,348M,348M,253M,311M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,376M,348M,348M,253M,311M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,323M,466M,327M,414M,395M
Miscellaneous Current Assets,323M,466M,327M,414M,395M
Total Current Assets,4.39B,4.05B,3.46B,4.46B,4.09B
"Net Property, Plant & Equipment",2.56B,2.55B,3.32B,3.31B,2.99B
"Property, Plant & Equipment - Gross",5.91B,6.08B,6.98B,7.77B,6.93B
Buildings,1.74B,1.73B,1.47B,1.69B,1.48B
Land & Improvements,150M,146M,123M,131M,120M
Computer Software and Equipment,1.19B,1.33B,1.4B,1.63B,1.71B
"Other Property, Plant & Equipment",744M,911M,1.01B,1.15B,1.11B
Accumulated Depreciation,3.35B,3.52B,3.67B,4.46B,3.93B
Total Investments and Advances,508M,439M,419M,369M,549M
Other Long-Term Investments,335M,291M,299M,298M,273M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,7.89B,7.57B,5.82B,6.83B,7.84B
Net Goodwill,5.22B,5.15B,3.95B,4.65B,5.17B
Net Other Intangibles,2.67B,2.43B,1.86B,2.18B,2.67B
Other Assets,716M,826M,917M,1.43B,1.32B
Total Assets,16.35B,15.71B,14.26B,16.77B,17.22B
Total Assets Growth,-,-3.88%,-9.23%,17.60%,2.68%
