Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,188M,260M,603M,846M,492M
Cash & Short Term Investments Growth,-,38.30%,131.92%,40.30%,-41.84%
Cash Only,177M,147M,543M,846M,492M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.41%,0.54%,1.20%,1.73%,1.01%
Total Accounts Receivable,1.92B,1.57B,1.7B,2.09B,2.35B
Total Accounts Receivable Growth,-,-17.94%,8.20%,22.50%,12.47%
"Accounts Receivables, Net",1.68B,1.55B,1.64B,2.08B,2.27B
"Accounts Receivables, Gross",1.74B,1.61B,1.84B,2.4B,2.59B
Bad Debt/Doubtful Accounts,(63M),(60M),(196M),(325M),(323M)
Other Receivable,242M,21M,63M,9M,79M
Accounts Receivable Turnover,5.15,6.03,5.46,4.19,4.92
Inventories,902M,897M,878M,744M,960M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,902M,897M,878M,744M,960M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,500M,501M,447M,2.58B,506M
Miscellaneous Current Assets,406M,422M,396M,2.51B,413M
Total Current Assets,3.51B,3.23B,3.63B,6.25B,4.3B
"Net Property, Plant & Equipment",34.36B,36.13B,37.85B,34.57B,36.12B
"Property, Plant & Equipment - Gross",44.2B,46.23B,48.83B,43.89B,46.1B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",42.02B,44.06B,46.54B,42.31B,44.41B
Accumulated Depreciation,9.84B,10.1B,10.98B,9.32B,9.98B
Total Investments and Advances,2.46B,2.8B,3.06B,3.28B,2.9B
Other Long-Term Investments,2.37B,2.73B,3B,3.11B,2.59B
Long-Term Note Receivables,1.16B,1.46B,1.2B,1.02B,726M
Intangible Assets,159M,149M,158M,20M,14M
Net Goodwill,16M,-,-,-,-
Net Other Intangibles,143M,149M,158M,20M,14M
Other Assets,3.67B,3.96B,4.16B,3.87B,4.66B
Total Assets,45.33B,47.73B,50.05B,49B,48.72B
Total Assets Growth,-,5.30%,4.86%,-2.10%,-0.57%
