Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,4.82B,1.09B,1.04B,1.69B,601M
Cash & Short Term Investments Growth,-,-77.31%,-5.03%,63.10%,-64.50%
Cash Only,4.28B,271M,167M,254M,91M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,17.40%,3.00%,3.02%,4.40%,1.53%
Total Accounts Receivable,1.57B,1.28B,1.26B,1.2B,1.67B
Total Accounts Receivable Growth,-,-18.56%,-1.10%,-4.67%,38.95%
"Accounts Receivables, Net",1.57B,1.17B,1.18B,1.2B,1.65B
"Accounts Receivables, Gross",1.59B,1.2B,1.2B,1.23B,1.68B
Bad Debt/Doubtful Accounts,(18M),(26M),(23M),(29M),(22M)
Other Receivable,-,106M,82M,1M,20M
Accounts Receivable Turnover,6.69,5.75,5.87,6.94,5.57
Inventories,394M,472M,500M,608M,876M
Finished Goods,194M,209M,203M,186M,241M
Work in Progress,-,-,-,-,-
Raw Materials,200M,263M,297M,422M,635M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,246M,1.1B,119M,3.85B,1.55B
Miscellaneous Current Assets,246M,1.1B,119M,3.85B,1.55B
Total Current Assets,7.03B,3.94B,2.92B,7.36B,4.7B
"Net Property, Plant & Equipment",14.04B,20.66B,22.39B,23.69B,27.78B
"Property, Plant & Equipment - Gross",20.27B,30.36B,32.55B,33.87B,38.37B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",741M,1.4B,1.35B,1.13B,1.36B
Accumulated Depreciation,6.22B,9.7B,10.15B,10.19B,10.59B
Total Investments and Advances,2.88B,2.77B,363M,5M,2M
Other Long-Term Investments,402M,363M,363M,5M,2M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,867M,4.94B,4.7B,4.29B,4.29B
Net Goodwill,867M,4.88B,4.7B,4.29B,4.29B
Net Other Intangibles,-,58M,-,-,-
Other Assets,2.19B,3.23B,3.1B,2.34B,1.77B
Total Assets,27.68B,36.38B,34.38B,38.48B,39.26B
Total Assets Growth,-,31.41%,-5.50%,11.93%,2.04%
