Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,614M,705M,543M,595M,657M
Cash & Due from Banks Growth,-,14.82%,-22.98%,9.58%,10.42%
Investments - Total,18.33B,17.28B,25.07B,38.73B,27.87B
Investments Growth,-,-5.72%,45.11%,54.46%,-28.03%
Trading Account Securities,106M,182M,266M,372M,465M
Federal Funds Sold & Securities Purchased,1.46B,484M,5.77B,2.13B,2.43B
Federal Funds Sold,1.46B,484M,5.77B,2.13B,2.43B
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,40M,25M,192M,134M,493M
Federal Agency Securities,3.37B,2.8B,2.25B,1.76B,1.45B
State & Municipal Securities,2.07B,1.91B,2.06B,2.14B,2.04B
Mortgage Backed Securities,10.01B,9.56B,11.69B,20.39B,18.99B
Other Securities,219M,238M,348M,75M,73M
Other Investments,1.05B,2.08B,2.5B,11.74B,1.94B
Net Loans,46.22B,48.21B,52.7B,50.34B,55.08B
Gross Loans - Net of Unearned Income,46.71B,48.71B,53.48B,50.85B,55.65B
Commercial & Industrial Loans,16.17B,17.15B,31.73B,28.82B,30.96B
Consumer & Installment Loans,671M,657M,556M,509M,595M
Real Estate Mortgage Loans,29.54B,30.57B,30.63B,30.64B,23.95B
Lease Financing Loans,327M,334M,320M,327M,386M
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(495M),(495M),(777M),(513M),(575M)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,4.32%,9.30%,-4.48%,9.42%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",1.12B,1.36B,1.42B,1.51B,1.58B
Other Assets (Including Intangibles),2.33B,2.19B,1.94B,2.64B,4.03B
Other Assets,1.31B,1.18B,925M,1.63B,2.97B
Intangible Assets,1.02B,1.01B,1.02B,1.02B,1.07B
Interest Receivables,-,-,254M,226M,322M
Total Assets,68.94B,69.17B,81.48B,93.2B,89.55B
Assets - Total Growth,-,0.34%,17.79%,14.39%,-3.92%
Return On Average Assets,-,-,-,-,0.98%
