Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,174M,188.7M,224.6M,127.5M,116.5M
Cash & Short Term Investments Growth,-,8.45%,19.02%,-43.23%,-8.63%
Cash Only,170.7M,185.1M,220.5M,122.5M,112.5M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.95%,2.67%,2.97%,1.63%,1.67%
Total Accounts Receivable,390.4M,467.5M,457.8M,341.3M,334.3M
Total Accounts Receivable Growth,-,19.75%,-2.07%,-25.45%,-2.05%
"Accounts Receivables, Net",356.4M,441.6M,432.4M,299.9M,290.1M
"Accounts Receivables, Gross",362.1M,453.3M,450.1M,315.3M,304.4M
Bad Debt/Doubtful Accounts,(5.7M),(11.7M),(17.7M),(15.4M),(14.3M)
Other Receivable,34M,25.9M,25.4M,41.4M,44.2M
Accounts Receivable Turnover,6.13,5.58,6.08,7.22,7.47
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,80.1M,88.7M,111.8M,438.6M,474.3M
Miscellaneous Current Assets,16.2M,27.8M,30.6M,350.8M,390.6M
Total Current Assets,644.5M,744.9M,794.2M,907.4M,925.1M
"Net Property, Plant & Equipment",555.9M,766.7M,899.9M,755.4M,723.5M
"Property, Plant & Equipment - Gross",1.27B,1.5B,1.74B,1.58B,1.57B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,777.2M,863.5M,1B,936.2M,1.01B
"Other Property, Plant & Equipment",372M,372.8M,391.9M,358M,317.5M
Accumulated Depreciation,710.6M,731.9M,837M,823.3M,850.9M
Total Investments and Advances,23M,37.6M,211.1M,365M,410.9M
Other Long-Term Investments,8.7M,10.5M,18.5M,148.8M,181.1M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.59B,5.26B,5.49B,2.53B,2.18B
Net Goodwill,3.36B,3.86B,4.11B,2.05B,1.68B
Net Other Intangibles,1.23B,1.4B,1.38B,482.3M,504.8M
Other Assets,76.5M,233M,154.6M,3.25B,2.69B
Total Assets,5.9B,7.06B,7.56B,7.81B,6.96B
Total Assets Growth,-,19.57%,7.18%,3.26%,-10.85%
