Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,4.03B,3.62B,5.74B,5.46B,2.58B
Cash & Short Term Investments Growth,-,-10.22%,58.60%,-4.86%,-52.72%
Cash Only,3.44B,3.13B,5.35B,5B,2B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,22.84%,19.01%,25.67%,21.14%,9.66%
Total Accounts Receivable,2.42B,2.64B,3.11B,5.15B,6.24B
Total Accounts Receivable Growth,-,9.04%,17.80%,65.67%,21.09%
"Accounts Receivables, Net",2.42B,2.64B,3.11B,5.15B,6.24B
"Accounts Receivables, Gross",2.46B,2.67B,3.14B,5.18B,6.27B
Bad Debt/Doubtful Accounts,(33M),(30M),(30M),(29M),(29M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,6.90,5.53,5.53,4.47,4.12
Inventories,3.72B,3.47B,3.9B,4.31B,5.93B
Finished Goods,1.21B,852M,1.14B,1.05B,1.69B
Work in Progress,505M,575M,624M,873M,1.03B
Raw Materials,1.02B,802M,870M,1.14B,1.81B
Progress Payments & Other,989M,1.25B,1.27B,1.25B,1.41B
Other Current Assets,431M,473M,616M,1.19B,1.17B
Miscellaneous Current Assets,431M,473M,616M,1.19B,1.17B
Total Current Assets,10.6B,10.21B,13.37B,16.11B,15.93B
"Net Property, Plant & Equipment",1.41B,1.53B,1.86B,2.23B,2.7B
"Property, Plant & Equipment - Gross",3.81B,4.07B,4.63B,5.27B,6.02B
Buildings,1.45B,1.59B,1.66B,1.78B,2.03B
Land & Improvements,245M,254M,256M,334M,387M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",634M,602M,646M,720M,743M
Accumulated Depreciation,2.41B,2.54B,2.78B,3.05B,3.32B
Total Investments and Advances,1.57B,1.7B,1.54B,2.06B,1.98B
Other Long-Term Investments,1.57B,1.7B,1.54B,2.06B,1.98B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.58B,3.56B,3.62B,3.58B,4.04B
Net Goodwill,3.37B,3.4B,3.47B,3.48B,3.7B
Net Other Intangibles,213M,156M,153M,104M,339M
Other Assets,260M,276M,260M,229M,691M
Total Assets,17.65B,19.04B,22.35B,25.83B,26.73B
Total Assets Growth,-,7.88%,17.43%,15.53%,3.49%
