Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,119.05M,134.79M,1.34B,591.9M,667.62M
Cash & Short Term Investments Growth,-,13.22%,894.45%,-55.84%,12.79%
Cash Only,119.05M,134.79M,768.63M,268.9M,509.62M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.91%,1.01%,9.36%,4.16%,4.73%
Total Accounts Receivable,1.61B,1.53B,1.71B,1.84B,1.9B
Total Accounts Receivable Growth,-,-4.95%,11.98%,7.63%,3.52%
"Accounts Receivables, Net",1.49B,1.43B,1.51B,1.65B,1.63B
"Accounts Receivables, Gross",1.56B,1.49B,1.59B,1.72B,1.7B
Bad Debt/Doubtful Accounts,(74.72M),(61.92M),(83.68M),(73.15M),(73.78M)
Other Receivable,118.59M,96.95M,201.67M,191.55M,279.44M
Accounts Receivable Turnover,6.22,6.53,5.59,6.09,6.16
Inventories,2.29B,2.28B,1.91B,2.39B,2.79B
Finished Goods,1.58B,1.61B,1.37B,1.68B,1.99B
Work in Progress,165.62M,144.64M,126.23M,144M,160.76M
Raw Materials,539.89M,526.95M,414.56M,569.96M,647M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,496.47M,485.73M,400.78M,414.81M,528.93M
Miscellaneous Current Assets,74.92M,70.18M,31.34M,20.16M,30.7M
Total Current Assets,4.51B,4.43B,5.36B,5.24B,5.9B
"Net Property, Plant & Equipment",4.7B,5.02B,4.91B,5.03B,5.05B
"Property, Plant & Equipment - Gross",8.23B,8.82B,9.23B,9.64B,10.04B
Buildings,1.58B,1.79B,1.86B,1.86B,1.85B
Land & Improvements,407.78M,469.84M,484.45M,465.24M,466.82M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",325.33M,266.77M,267.2M,261.08M,269.94M
Accumulated Depreciation,3.53B,3.8B,4.31B,4.61B,4.99B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.48B,3.5B,3.6B,3.51B,2.79B
Net Goodwill,2.52B,2.57B,2.65B,2.61B,1.93B
Net Other Intangibles,961.81M,928.88M,951.61M,899.98M,857.95M
Other Assets,407.15M,436.4M,447.29M,451.44M,390.63M
Total Assets,13.1B,13.39B,14.33B,14.22B,14.12B
Total Assets Growth,-,2.20%,7.03%,-0.72%,-0.73%
