Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.86B,2.14B,2.55B,3.27B,2.91B
Cash & Short Term Investments Growth,-,14.75%,19.27%,28.34%,-10.96%
Cash Only,1.25B,1.39B,1.9B,1.96B,2.09B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,47.97%,50.35%,51.49%,54.25%,44.48%
Total Accounts Receivable,247.65M,395.73M,674.18M,658.32M,684.35M
Total Accounts Receivable Growth,-,59.79%,70.36%,-2.35%,3.95%
"Accounts Receivables, Net",247.65M,395.73M,674.18M,658.32M,684.35M
"Accounts Receivables, Gross",301.94M,396.72M,674.62M,658.67M,684.7M
Bad Debt/Doubtful Accounts,(54.29M),(995K),(443K),(350K),(350K)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,7.24,6.74,4.58,5.12,5.12
Inventories,15.16M,28.2M,19.11M,17.74M,13.22M
Finished Goods,13.94M,24.85M,17.98M,16.94M,11.4M
Work in Progress,-,-,-,-,-
Raw Materials,1.22M,3.35M,1.12M,801K,1.83M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,166.74M,215.57M,232.19M,258.54M,249.21M
Miscellaneous Current Assets,166.74M,215.57M,232.19M,258.54M,249.21M
Total Current Assets,2.29B,2.78B,3.47B,4.2B,3.86B
"Net Property, Plant & Equipment",102.48M,127.88M,286.17M,314.13M,459.25M
"Property, Plant & Equipment - Gross",246.46M,297.51M,484.37M,551.27M,723.35M
Buildings,-,-,-,857K,66.08M
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,135.63M,171.48M,188.4M,219.53M,241.34M
"Other Property, Plant & Equipment",110.83M,126.03M,141.69M,166.13M,198.73M
Accumulated Depreciation,143.98M,169.63M,198.2M,237.15M,264.11M
Total Investments and Advances,1.21M,1.82M,91.88M,106.12M,119.59M
Other Long-Term Investments,1.21M,1.82M,91.88M,106.12M,119.59M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.14B,1.06B,839.53M,1.15B,1.7B
Net Goodwill,399.53M,381.72M,386.49M,535.31M,674.55M
Net Other Intangibles,743.05M,676.55M,453.04M,612.48M,1.02B
Other Assets,200.25M,144.39M,140.82M,164.99M,337.96M
Total Assets,3.88B,4.24B,4.95B,6.03B,6.55B
Total Assets Growth,-,9.32%,16.63%,21.81%,8.59%
