Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.07B,2.86B,3.73B,5.4B,2.62B
Cash & Short Term Investments Growth,-,38.26%,30.51%,44.75%,-51.50%
Cash Only,887.35M,2.44B,3.37B,2.43B,1.79B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.73%,8.51%,9.73%,11.15%,4.88%
Total Accounts Receivable,639.86M,588.36M,1.1B,942.56M,953.81M
Total Accounts Receivable Growth,-,-8.05%,87.68%,-14.64%,1.19%
"Accounts Receivables, Net",639.86M,588.36M,1.1B,942.56M,953.81M
"Accounts Receivables, Gross",656.82M,607.64M,1.18B,981.1M,998.24M
Bad Debt/Doubtful Accounts,(16.97M),(19.28M),(72.28M),(38.53M),(44.43M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,21.29,21.77,14.03,18.97,17.49
Inventories,290.73M,322.9M,380.35M,534.94M,502.37M
Finished Goods,215.19M,255.16M,337.79M,489.07M,447.32M
Work in Progress,56.87M,34.12M,25.62M,19.07M,19.35M
Raw Materials,18.68M,33.62M,16.94M,26.79M,35.7M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,289.8M,243.5M,1.8B,641.98M,532.89M
Miscellaneous Current Assets,289.8M,243.5M,1.8B,641.98M,532.89M
Total Current Assets,3.29B,4.02B,7.02B,7.52B,4.61B
"Net Property, Plant & Equipment",1.93B,2.85B,2.29B,4.75B,8.33B
"Property, Plant & Equipment - Gross",5.69B,7.41B,7.07B,9.38B,12.98B
Buildings,290.65M,349.35M,370.94M,376.95M,380.52M
Land & Improvements,13.19M,17.81M,17.81M,17.51M,17.51M
Computer Software and Equipment,-,-,-,-,1.35B
"Other Property, Plant & Equipment",1.92B,2.01B,2.09B,2.35B,1.22B
Accumulated Depreciation,3.76B,4.55B,4.78B,4.63B,4.65B
Total Investments and Advances,186.59M,221.14M,258.08M,5.49B,272.81M
Other Long-Term Investments,67.6M,61.07M,108.37M,5.33B,104.61M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,24.88B,25.92B,27.66B,29.31B,37.5B
Net Goodwill,126M,126M,217.58M,227.64M,225.22M
Net Other Intangibles,24.75B,25.79B,27.45B,29.08B,37.27B
Other Assets,302.62M,228.63M,1.01B,934.29M,1.9B
Total Assets,30.72B,33.62B,38.35B,48.46B,53.74B
Total Assets Growth,-,9.44%,14.07%,26.38%,10.88%
