Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.54B,1.95B,2.93B,3.04B,1.96B
Cash & Short Term Investments Growth,-,26.92%,50.31%,3.75%,-35.68%
Cash Only,1.54B,1.95B,2.93B,3.04B,1.96B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,8.38%,10.34%,14.36%,15.01%,11.43%
Total Accounts Receivable,2.21B,2.2B,3.11B,3.1B,1.56B
Total Accounts Receivable Growth,-,-0.54%,41.45%,-0.29%,-49.84%
"Accounts Receivables, Net",2.21B,2.2B,3.11B,3.1B,1.56B
"Accounts Receivables, Gross",2.35B,2.33B,3.24B,3.2B,1.6B
Bad Debt/Doubtful Accounts,(136M),(132M),(132M),(98M),(49M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,9.52,9.29,6.26,7.09,12.68
Inventories,2.53B,2.44B,2.3B,2.72B,2.09B
Finished Goods,2.08B,1.98B,1.64B,1.96B,1.58B
Work in Progress,-,-,-,-,-
Raw Materials,617M,602M,666M,759M,509M
Progress Payments & Other,(160M),(143M),-,-,-
Other Current Assets,1.62B,810M,785M,834M,792M
Miscellaneous Current Assets,1.62B,810M,785M,834M,792M
Total Current Assets,7.9B,7.4B,9.13B,9.7B,6.39B
"Net Property, Plant & Equipment",3.41B,4.22B,4.19B,3.75B,2.79B
"Property, Plant & Equipment - Gross",9.6B,10.67B,10.97B,10.37B,7.6B
Buildings,1.59B,1.54B,1.52B,1.25B,862M
Land & Improvements,102M,97M,92M,84M,32M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,6.19B,6.44B,6.78B,6.62B,4.81B
Total Investments and Advances,17M,89M,42M,12M,1M
Other Long-Term Investments,17M,89M,42M,12M,1M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.75B,4.67B,4.69B,4.47B,6.48B
Net Goodwill,2.45B,2.44B,2.5B,2.49B,3.31B
Net Other Intangibles,2.3B,2.23B,2.19B,1.98B,3.16B
Other Assets,282M,269M,198M,441M,395M
Total Assets,18.35B,18.88B,20.44B,20.29B,17.12B
Total Assets Growth,-,2.91%,8.24%,-0.74%,-15.58%
