Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,364.4M,709.7M,308.3M,351.5M,792.8M
Cash & Short Term Investments Growth,-,94.76%,-56.56%,14.01%,125.55%
Cash Only,364.4M,709.7M,308.3M,351.5M,792.8M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.39%,3.92%,1.28%,1.48%,2.94%
Total Accounts Receivable,891.9M,993.6M,840.4M,786.3M,877M
Total Accounts Receivable Growth,-,11.40%,-15.42%,-6.44%,11.54%
"Accounts Receivables, Net",870.2M,975.1M,818.5M,769.5M,816M
"Accounts Receivables, Gross",893.3M,995.4M,846.6M,785.2M,832.6M
Bad Debt/Doubtful Accounts,(23.1M),(20.3M),(28.1M),(15.7M),(16.6M)
Other Receivable,21.7M,18.5M,21.9M,16.8M,61M
Accounts Receivable Turnover,5.82,5.40,5.78,6.15,6.13
Inventories,190.8M,198.6M,165.1M,69.2M,111.3M
Finished Goods,74.6M,76M,74.4M,18.4M,31.3M
Work in Progress,26.2M,30.9M,22.9M,19.1M,24.9M
Raw Materials,120.3M,125.1M,104M,36.4M,60.6M
Progress Payments & Other,(30.3M),(33.4M),(36.2M),(4.7M),(5.5M)
Other Current Assets,163.6M,97.6M,413.5M,1.19B,119.6M
Miscellaneous Current Assets,163.6M,97.6M,413.5M,1.19B,119.6M
Total Current Assets,1.61B,2B,1.73B,2.4B,1.9B
"Net Property, Plant & Equipment",128.7M,406.8M,359.9M,270.8M,281.4M
"Property, Plant & Equipment - Gross",440.7M,741.6M,677.7M,516.6M,532.7M
Buildings,76.7M,84.7M,80.2M,45.6M,43M
Land & Improvements,2.2M,2.2M,2.2M,1M,1M
Computer Software and Equipment,143.8M,169.7M,186.6M,177.7M,179.4M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,312M,334.8M,317.8M,245.8M,251.3M
Total Investments and Advances,-,-,-,-,535M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,13.19B,15.48B,21.13B,19.99B,23.98B
Net Goodwill,9.35B,10.82B,13.97B,13.48B,15.95B
Net Other Intangibles,3.84B,4.67B,7.17B,6.51B,8.03B
Other Assets,269M,123.9M,700.2M,1.01B,231M
Total Assets,15.25B,18.11B,24.02B,23.71B,26.98B
Total Assets Growth,-,18.75%,32.67%,-1.29%,13.78%
