Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,361.5M,767.4M,1.08B,704.8M,405.2M
Cash & Short Term Investments Growth,-,112.28%,40.76%,-34.75%,-42.51%
Cash Only,361.5M,679.5M,974.6M,618.7M,320M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.50%,10.61%,14.12%,8.79%,4.93%
Total Accounts Receivable,918.6M,872.1M,837.5M,1.08B,1.07B
Total Accounts Receivable Growth,-,-5.06%,-3.97%,28.76%,-1.01%
"Accounts Receivables, Net",901.9M,845.6M,832.4M,1.07B,1.03B
"Accounts Receivables, Gross",915.5M,858.2M,843M,1.09B,1.05B
Bad Debt/Doubtful Accounts,(13.6M),(12.6M),(10.6M),(14.3M),(19.6M)
Other Receivable,16.7M,26.5M,5.1M,7.4M,35.7M
Accounts Receivable Turnover,7.64,7.99,7.95,7.17,7.94
Inventories,795.6M,794.1M,787.9M,902.5M,977.3M
Finished Goods,199M,207.7M,183.6M,201M,198.4M
Work in Progress,13.9M,11M,11.6M,16.2M,16M
Raw Materials,582.7M,575.4M,592.7M,685.3M,762.9M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,39.4M,44.8M,44.7M,47M,58.3M
Miscellaneous Current Assets,39.4M,44.8M,44.7M,47M,58.3M
Total Current Assets,2.12B,2.48B,2.75B,2.73B,2.51B
"Net Property, Plant & Equipment",3.11B,3.39B,3.43B,3.77B,4.2B
"Property, Plant & Equipment - Gross",6.69B,7.23B,7.55B,8.11B,8.81B
Buildings,795.5M,837.4M,858.5M,938.7M,1.02B
Land & Improvements,161.9M,177.5M,179.6M,189.8M,192.4M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",75.4M,81.5M,88.8M,102.9M,146.9M
Accumulated Depreciation,3.58B,3.85B,4.12B,4.34B,4.61B
Total Investments and Advances,-,58.1M,42.7M,60M,64.9M
Other Long-Term Investments,-,58.1M,42.7M,60M,64.9M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.3B,1.26B,1.16B,1.23B,1.19B
Net Goodwill,917.3M,918.7M,863.5M,923.5M,922.4M
Net Other Intangibles,378.2M,338.8M,295.9M,308.4M,267.9M
Other Assets,50.5M,55.8M,53.2M,44.9M,42M
Total Assets,6.57B,7.24B,7.65B,8.02B,8.22B
Total Assets Growth,-,10.14%,5.74%,4.84%,2.48%
