Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.38B,904M,1.87B,1.03B,1.03B
Cash & Short Term Investments Growth,-,-34.25%,106.42%,-45.07%,0.39%
Cash Only,1.32B,844M,1.81B,979M,983M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.31%,1.45%,2.94%,1.59%,1.55%
Total Accounts Receivable,1.76B,1.6B,1.51B,1.72B,1.89B
Total Accounts Receivable Growth,-,-9.12%,-5.64%,14.42%,9.81%
"Accounts Receivables, Net",1.76B,1.6B,1.51B,1.72B,1.89B
"Accounts Receivables, Gross",1.76B,1.6B,1.52B,1.73B,1.9B
Bad Debt/Doubtful Accounts,(3M),(4M),(17M),(10M),(10M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,13.01,13.61,12.98,12.66,13.15
Inventories,742M,751M,638M,621M,741M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,742M,751M,638M,621M,741M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,291M,209M,205M,183M,291M
Miscellaneous Current Assets,291M,209M,205M,183M,291M
Total Current Assets,4.16B,3.46B,4.21B,3.55B,3.95B
"Net Property, Plant & Equipment",52.68B,55.73B,55.77B,56.66B,57.71B
"Property, Plant & Equipment - Gross",72.81B,76.06B,77.03B,79.06B,80.93B
Buildings,-,-,-,-,-
Land & Improvements,5.26B,5.28B,5.25B,5.34B,5.34B
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",53.46B,55.09B,56.83B,58.22B,59.98B
Accumulated Depreciation,20.13B,20.33B,21.26B,22.4B,23.22B
Total Investments and Advances,1.93B,2.06B,2.18B,2.25B,2.38B
Other Long-Term Investments,1.93B,2.06B,2.18B,2.25B,2.38B
Long-Term Note Receivables,-,-,51M,51M,58M
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,380M,424M,186M,1.02B,1.35B
Total Assets,59.65B,62.21B,63.47B,64.48B,66.33B
Total Assets Growth,-,4.29%,2.03%,1.60%,2.86%
